ETC_00000000_000000	語包版本 : 2020/01/01/13:39
ETC_20180827_035397	巴林威爾監視塔下層
ETC_20180827_035398	馬查斯蓄水池
ETC_20180827_035399	抵抗軍結集地
ETC_20180827_035400	艾斯基拉斯空地
ETC_20180827_035401	賴基納斯窪地
ETC_20180827_035402	賽諾貝斯祭壇
ETC_20180827_035403	倫巴斯上坡路
ETC_20180827_035404	帕托庫斯休憩地
ETC_20180827_035405	班德尼斯空地
ETC_20180827_035406	坍塌的舊庭院
ETC_20180827_035407	水域入口
ETC_20180827_035408	尚特拉斯土堆
ETC_20180827_035409	星之塔入口
ETC_20180827_035410	巴爾堤內教區
ETC_20180827_035411	塔帕拉斯街道
ETC_20180827_035412	塔帕拉斯教區
ETC_20180827_035413	帕卡爾小市場
ETC_20180827_035414	南部廣場
ETC_20180827_035415	西部廣場
ETC_20180827_035416	馬車出發地
ETC_20180827_035417	紀念區警備所
ETC_20180827_035418	克利黑爾聖所
ETC_20180827_035419	朝聖者廣場
ETC_20180827_035420	克利黑爾鹿苑入口
ETC_20180827_035421	鹿苑村莊展望台
ETC_20180827_035422	中央教區辦事處
ETC_20180827_035423	聖所之頂{nl}(出入禁止區域)
ETC_20180827_035424	水路管理局後院
ETC_20180827_035425	北部紀念區十字路口
ETC_20180827_035426	回廊遺址
ETC_20180827_035427	西部聖所
ETC_20180827_035428	葛奈爾溪邊
ETC_20180827_035429	瞭望台入口
ETC_20180827_035430	普利內爾故居復原地
ETC_20180827_035431	復原地北部溪邊
ETC_20180827_035432	活動用空地
ETC_20180827_035433	1層中央室
ETC_20180827_035434	1層動力室
ETC_20180827_035435	1層指揮室
ETC_20180827_035436	第1控制室
ETC_20180827_035437	第2控制室
ETC_20180827_035438	物流倉庫
ETC_20180827_035439	團員訓練室
ETC_20180827_035440	夏班史達團員休息室
ETC_20180827_035441	入口控制室
ETC_20180827_035442	禮拜堂
ETC_20180827_035443	12層指揮室
ETC_20180827_035444	團員會議室
ETC_20180827_035445	20層大講堂室
ETC_20180827_035446	夏班史達住所 1號室
ETC_20180827_035447	夏班史達住所 2號室
ETC_20180827_035448	夏班史達住所 3號室
ETC_20180827_035449	夏班史達住所 4號室
ETC_20180827_035450	20層控制室
ETC_20180827_035451	20層中央管理室
ETC_20180827_035452	20層輔助管理室
ETC_20180827_035453	長老室
ETC_20180827_035454	管理者值班室
ETC_20180827_035455	星之塔控制室
ETC_20180827_035456	夏班史達團長室
ETC_20180827_035457	第1瞭望台
ETC_20180827_035458	第2瞭望台
ETC_20180827_035459	第3瞭望台
ETC_20180827_035460	魔法商店街
ETC_20180827_035461	史達里小廣場
ETC_20180827_035462	瑪之亞空地
ETC_20180827_035463	思洛烏普三岔路
ETC_20180827_035464	雷普雷吉豪斯街
ETC_20180827_035465	史達里鐘塔廣場
ETC_20180827_035466	貝拉因圖書商家
ETC_20180827_035467	貝拉因事務所
ETC_20180827_035468	貝拉因小鎮廣場
ETC_20180827_035469	拉克塔斯三岔路
ETC_20180827_035470	奇斯塔三岔路
ETC_20180827_035471	艾羅迪梅伊商店街
ETC_20180827_035472	帕培帝街
ETC_20180827_035473	貝拉因小鎮廣場小廣場
ETC_20180827_035474	拉克塔斯空地
ETC_20180827_035475	克尼卡街道
ETC_20180827_035476	斯貝托溫空地
ETC_20180827_035477	斯貝托溫魔法研究所
ETC_20180827_035478	阿拉智堤三岔路
ETC_20180827_035479	紀由雷堤街道
ETC_20180827_035480	主所街
ETC_20180827_035481	堤里馬依空地
ETC_20180827_035482	瑪之亞斯洛普廣場
ETC_20180827_035483	阿巴里亞街
ETC_20180827_035484	斯普雷斯堤空地
ETC_20180827_035485	潘圖瑪斯胡同
ETC_20180827_035486	水晶礦山支配者
ETC_20180827_035487	惡靈方尖塔
ETC_20180827_035488	冰凍果實
ETC_20180827_035489	夏班史達團員 男1
ETC_20180827_035490	夏班史達團員 男2
ETC_20180827_035491	夏班史達團員 男3
ETC_20180827_035492	夏班史達團員 女1
ETC_20180827_035493	魔族的裝置
ETC_20180827_035494	隱藏的魔力源
ETC_20180827_035495	濃縮液
ETC_20180827_035496	惡靈魔力源
ETC_20180827_035497	阿達育斯
ETC_20180827_035498	夏班史達團員 女4
ETC_20180827_035499	夏班史達團員 女5
ETC_20180827_035500	魔力殘留物(特殊)
ETC_20180827_035501	尼柯波爾利斯居民(女)
ETC_20180827_035502	尼柯波爾利斯居民(男)
ETC_20180827_035503	尼柯波爾利斯居民2(女)
ETC_20180827_035504	尼柯波爾利斯居民2(男)
ETC_20180827_035505	尼柯波爾利斯居民3(女)
ETC_20180827_035506	尼柯波爾利斯居民3(男)
ETC_20180827_035507	驅魔師弟子
ETC_20180827_035508	尼柯波爾利斯雕塑1
ETC_20180827_035509	尼柯波爾利斯雕塑2
ETC_20180827_035510	尼柯波爾利斯男警備兵
ETC_20180827_035511	尼柯波爾利斯女警備兵
ETC_20180827_035512	尼柯波爾利斯 81_3電梯
ETC_20180827_035513	夏班史達幹部 男1
ETC_20180827_035514	夏班史達幹部 男2
ETC_20180827_035515	夏班史達幹部 男3
ETC_20180827_035516	夏班史達幹部 女1
ETC_20180827_035517	拉穆羅斯
ETC_20180827_035518	克倫
ETC_20180827_035519	巴伊爾
ETC_20180827_035520	夏班史達團員 男4
ETC_20180827_035521	夏班史達團員 男5
ETC_20180827_035522	夏班史達團員 男6
ETC_20180827_035523	夏班史達團員 男7
ETC_20180827_035524	夏班史達團員 男8
ETC_20180827_035525	夏班史達團員 男9
ETC_20180827_035526	夏班史達團員 男10
ETC_20180827_035527	夏班史達團員 女2
ETC_20180827_035528	夏班史達團員 女3
ETC_20180827_035529	夏班史達幹部 男4
ETC_20180827_035530	夏班史達幹部 男5
ETC_20180827_035531	夏班史達幹部 男6
ETC_20180827_035532	夏班史達幹部 男7
ETC_20180827_035533	赫尼卡
ETC_20180827_035534	Goro
ETC_20180827_035535	2018 Summer Marine Cube
ETC_20180827_035536	Buttler & Maid Costume Box
ETC_20180827_035537	與奎波爾的相遇
ETC_20180827_035538	把握狀況
ETC_20180827_035539	追蹤奎波爾佛拉德
ETC_20180827_035540	調查1層動力室的可疑傳送點
ETC_20180827_035541	在傳送點周圍設置傳送點抑制器
ETC_20180827_035542	破壞1層動力室的傳送點
ETC_20180827_035543	確認1層指揮室的防禦裝置
ETC_20180827_035544	在傳送點爆炸以前，消滅妨礙的怪物
ETC_20180827_035545	消滅裝置周圍的魔族
ETC_20180827_035546	消滅4層的守護者圖拉漢
ETC_20180827_035547	消滅4層的守護者狼人
ETC_20180827_035548	在物資倉庫尋找第2次防禦裝置的控制桿
ETC_20180827_035549	消滅4層的守護者木乃伊賈西特
ETC_20180827_035550	整理長老赫尼卡的剩餘兵力
ETC_20180827_035551	搜索控制裝置手把
ETC_20180827_035552	中止控制裝置的運作
ETC_20180827_035553	消滅12層的守護者藍色利泰力斯
ETC_20180827_035554	消滅透明之壁周圍魔族
ETC_20180827_035555	調查透明之壁
ETC_20180827_035556	消滅12層的守護者雷班札特
ETC_20180827_035557	消滅突襲的依克拉斯的手下們
ETC_20180827_035558	保護裝置的運作中止
ETC_20180827_035559	清除隱藏的魔力源
ETC_20180827_035560	消滅擁有結界力量的怪物
ETC_20180827_035561	消滅看守防禦裝置的怪物
ETC_20180827_035562	消滅20層的守護者神殿射手
ETC_20180827_035563	升降機管理裝置啟動
ETC_20180827_035564	消滅看守路口的守門人庫巴斯
ETC_20180827_035565	清除湖泊苔蘚
ETC_20180827_035566	妨礙的魔族們
ETC_20180827_035567	獲得水盤設施管理文件
ETC_20180827_035568	獲得染血的紙條
ETC_20180827_035569	防禦水盤設施，不被蜂湧而來的魔族們破壞
ETC_20180827_035570	消滅對里亞斯草精煉粉末反應的魔族
ETC_20180827_035571	湖水的秘密(4)迷你遊戲
ETC_20180827_035572	在水盤附近裝淨化的水
ETC_20180827_035573	解除隱藏的陷阱
ETC_20180827_035574	從魔族們的手上保護補給物資和抵抗軍
ETC_20180827_035575	挖開魔法陣
ETC_20180827_035576	在第一個據點埋設寶珠
ETC_20180827_035577	在第二個據點埋設寶珠
ETC_20180827_035578	在第三個據點埋設寶珠
ETC_20180827_035579	控制魔法石的力量吸收及破壞
ETC_20180827_035580	設置第一個陷阱
ETC_20180827_035581	設置第二個陷阱
ETC_20180827_035582	設置第三個陷阱
ETC_20180827_035583	尋找弗貝塔的痕跡
ETC_20180827_035584	鐘乳洞窟 71_1 活動1 確認怪物
ETC_20180827_035585	鐘乳洞窟 71_1  活1 確認時間
ETC_20180827_035586	鐘乳洞窟 71_1  活2 確認道具
ETC_20180827_035587	鐘乳洞窟 71_1  活2 確認時間
ETC_20180827_035588	鐘乳洞窟 71_1, 71_2 確認小遊戲道具
ETC_20180827_035589	對雕像使用魔力控制卷軸
ETC_20180827_035590	對裝置引發超載
ETC_20180827_035591	關掉裝置
ETC_20180827_035592	思洛烏普三岔路的雕像
ETC_20180827_035593	解除裝置的鎖定並操作
ETC_20180827_035594	讓3個裝置全部運作中止
ETC_20180827_035595	將形成銀河階梯的物質收集到特殊瓶子
ETC_20180827_035596	探索周圍
ETC_20180827_035597	貝拉因小鎮事件(2)
ETC_20180827_035598	貝拉因小鎮事件(3)
ETC_20180827_035599	確認入住記錄誌找出嫌疑人
ETC_20180827_035600	貝拉因小鎮事件(6)
ETC_20180827_035601	在被燻黑的衣服上尋找特異點
ETC_20180827_035602	居民失蹤事件(7)
ETC_20180827_035603	對2名嫌疑者使用附身判別用溶液
ETC_20180827_035604	放上結界用鑄幣完成魔法陣
ETC_20180827_035605	貝拉因小鎮事件(5)
ETC_20180827_035606	詢問有關和入駐那天同樣的時期上發生了什麼事情
ETC_20180827_035607	詢問在事件發生的那一晚到底發生了什麼事情
ETC_20180827_035608	詢問有關被燻黑的衣服的藥品
ETC_20180827_035609	詢問為什麼逃走
ETC_20180827_035610	使用微魔力探知器
ETC_20180827_035611	研究記錄保管所
ETC_20180827_035612	解除裝置鎖定
ETC_20180827_035613	使用重力磁場捲軸讓水晶和魔法陣分離
ETC_20180827_035614	確認在周圍的寶石
ETC_20180827_035615	縮小的搜索網(3) 次級
ETC_20180827_035616	星之塔書庫開放確認
ETC_20180827_035617	納帕克利斯塔斯套裝
ETC_20180827_035618	強化: 手鐲、項鍊從強化 11以上開始，每強化1暴擊率增加 10{nl} {nl} 超越: 手鐲、項鍊每超越 1暴擊率增加 5{nl} {nl} (最大暴擊率增加至 350)
ETC_20180827_035619	納梅特瑪斯套裝
ETC_20180827_035620	判定為後方攻擊的情形，對400等級以下的敵人會無視敵人的格擋機率。
ETC_20180827_035621	蘭高貝斯套裝
ETC_20180827_035622	配戴者的最大HP、防禦力50%移轉給召喚獸。{nl} {nl}最大可移轉數值{nl}最大 HP: 30,000 {nl}防禦力: 6,000
ETC_20180827_035623	製作書製作材料最大數量
ETC_20180827_035624	搜索製作書材料時，每頁可看見的數量
ETC_20180827_035625	PP Party EXP Bonus
ETC_20180827_035626	Basic PP EXP Bonus
ETC_20180827_035627	Party Member PP EXP Bonus
ETC_20180827_035628	Time Accumulated and Point Exchange
ETC_20180827_035629	Login Reward Time
ETC_20180827_035630	Max. PP
ETC_20180827_035631	記入在BillingShop使用的 NISMS 相關資料(debug用)
ETC_20180827_035632	每秒最大請求數量
ETC_20180827_035633	請求重設單位(1秒)
ETC_20180827_035634	謝謝你把我釋放了。
ETC_20180827_035635	蘇科姆的周圍有魔力在匯集。
ETC_20180827_035636	無法執行該作業。
ETC_20180827_035637	{#1663c3}{ol}[戰鬥訊息]{img chat_icon_damage 24 24}對[{TO}]給予[{AMOUNT}]的傷害 피해를 주었습니다.
ETC_20180827_035638	{#ab1919}{ol}[戰鬥訊息]{img chat_icon_damage 24 24}從[{FROM}]那裡受到[{AMOUNT}]的傷害了。
ETC_20180827_035639	{#1663c3}{ol}[戰鬥訊息]{img chat_icon_buff 24 24}[{NAME}] Buff 已[套用]了。
ETC_20180827_035640	{#ab1919}{ol}[戰鬥訊息]{img chat_icon_buff 24 24}[{NAME}] Buff 已[解除]了。
ETC_20180827_035641	{#ab1919}{ol}[戰鬥訊息]{img chat_icon_debuff 24 24}[{NAME}] 負面Buff 已[套用]了。
ETC_20180827_035642	{#1663c3}{ol}[戰鬥訊息]{img chat_icon_debuff 24 24}[{NAME}] 負面Buff 已[解除]了。
ETC_20180827_035643	{#ffffff}{ol}[戰鬥訊息]{img chat_icon_skill 24 24}已使用[{NAME}]了。
ETC_20180827_035644	剩下 [{ITEM}] {COUNT}個。
ETC_20180827_035645	{#1663c3}{ol}[戰鬥訊息]{img chat_icon_death 24 24}你已成為無法戰鬥狀態。
ETC_20180827_035646	{#1663c3}{ol}[戰鬥訊息]{img chat_icon_resurrection 24 24}組隊成員 [{MEMBER}]已復活了。
ETC_20180827_035647	{#ab1919}{ol}[戰鬥訊息]{img chat_icon_death 24 24}組隊成員 [{MEMBER}]已成為無法戰鬥狀態。
ETC_20180827_035648	{#1663c3}{ol}戰鬥訊息] {img chat_icon_resurrection 24 24} 角色重生了。
ETC_20180827_035649	因為死亡懲罰[{ITEM}]道具消失了[{COUNT}個]。
ETC_20180827_035650	因為死亡懲罰[{SILVER}]銀幣消失了。
ETC_20180827_035651	[{ITEM}] 道具已被消滅。
ETC_20180827_035652	已獲得[{ITEM}] 道具 [{COUNT}個]。
ETC_20180827_035653	已丟棄[{ITEM}] 道具[{COUNT}個]。
ETC_20180827_035654	已販賣[{ITEM}] 道具[{COUNT}個]。
ETC_20180827_035655	[{LEVEL} {ITEM}] 強化 {ISSUCCESS}了。
ETC_20180827_035656	失敗
ETC_20180827_035657	[{ITEM}] 道具已{ISSUCCESS} [超越 {LEVEL}階段]。
ETC_20180827_035658	獲得角色經驗值[{CHAR}] / 職業經驗值 [{JOB}]
ETC_20180827_035659	因為死亡懲罰，寶石減少了。
ETC_20180827_035660	道具販賣失敗了。如果想再試一次，請重新再連線。
ETC_20180827_035661	道具特殊效果
ETC_20180827_035662	請重新再試一次
ETC_20180827_035663	無法購買的道具。
ETC_20180827_035664	購買商品失敗。 請再試一次。
ETC_20180827_035665	每天連線獎勵
ETC_20180827_035666	每月連線獎勵
ETC_20180827_035667	累積{Hour}時間獎勵
ETC_20180827_035668	點數並不足夠
ETC_20180827_035669	交易次數不足夠
ETC_20180827_035670	是倉庫無法保管的道具。
ETC_20180827_035671	是已出租中的道具。
ETC_20180827_035672	{n}個
ETC_20180827_035673	已參與3次烏斯卡的升級支援活動！{nl}謝謝你的參與
ETC_20180827_035674	已超過使用期間了
ETC_20180827_035675	連線時間 : {MIN}分鐘{nl}職業重置活動 {NAME} 已獲得{COUNT}個
ETC_20180827_035676	交換({COUNT} / 2)
ETC_20180827_035677	{MONTH}月 {DAY}日簽到！{nl}累積 : 第{COUNT}天
ETC_20180827_035678	第{DAYCOUNT}天簽到獎勵({ITEM})
ETC_20180827_035679	HP、SP恢復的靈藥 10
ETC_20180827_035680	已獲得{COUNT}個
ETC_20180827_035681	已獲得 {COUNT}銀幣
ETC_20180827_035682	演出影像中，無法放棄任務
ETC_20180827_035683	密碼好像錯了{nl} 請輸入{MIN} ~ {MAX} 範圍內的數字
ETC_20180827_035684	請輸入兩位數密碼
ETC_20180827_035685	正在使用魔力控制捲軸
ETC_20180827_035686	已對魔法商店街的雕像{nl}使用魔力控制卷軸
ETC_20180827_035687	裝置一旦啟動後就無法對雕像{nl}使用魔力控制卷軸了。{nl}關掉該裝置後，就可以對雕像使用魔力控制卷軸。
ETC_20180827_035688	請尋找能夠關掉裝置的方法
ETC_20180827_035689	從球體可以感受到強大的電力{nl}好像可以使用這球體
ETC_20180827_035690	正在收集電氣球
ETC_20180827_035691	請收集許多電氣球，並放入裝置
ETC_20180827_035692	正將電氣球放入裝置中
ETC_20180827_035693	要使裝置超載，電氣球還不夠
ETC_20180827_035694	已將電氣球放入裝置
ETC_20180827_035695	裝置已超載了{nl}請對雕像使用卷軸
ETC_20180827_035696	已對史達里小廣場的雕像{nl}使用魔力控制卷軸
ETC_20180827_035697	裝置一旦全部關掉就可以對雕像{nl}使用魔力控制卷軸了
ETC_20180827_035698	已對瑪之亞空地的雕像{nl}使用魔力控制卷軸了
ETC_20180827_035699	已解除鎖定了{nl}請操作裝置，清除雕像的保護膜
ETC_20180827_035700	保護膜已被清除了{nl}請對雕像使用魔力控制卷軸
ETC_20180827_035701	請對思洛烏普三岔路{nl}使用魔力控制卷軸
ETC_20180827_035702	請關掉所有防禦裝置，並使用魔力控制卷軸
ETC_20180827_035703	已關掉防禦裝置{nl}請使用魔力控制卷軸
ETC_20180827_035704	正在詢問有關在拉克塔斯三岔路發生的事情
ETC_20180827_035705	能夠成為事件線索的東西{nl}似乎並沒有發現
ETC_20180827_035706	詢問是否有看見丟棄衣服離開的人
ETC_20180827_035707	請確認衣服，尋找事件的線索
ETC_20180827_035708	已獲得燻黑的衣服
ETC_20180827_035709	結束審問
ETC_20180827_035710	看起來並沒有特別的反應{nl}請把這事情告訴奧古斯特杜邦
ETC_20180827_035711	看起來反應很強{nl}請把這事情告訴奧古斯特杜邦
ETC_20180827_035712	竟然突然潑水！{nl}這是什麼行為啊？
ETC_20180827_035713	緊抓著忙碌的人還不夠，竟然還沒有禮貌的潑水{nl}你神志還算正常嗎？
ETC_20180827_035714	潑潵附身判別用溶液
ETC_20180827_035715	已設置結界用鑄幣
ETC_20180827_035716	結界用鑄幣設置好的場所
ETC_20180827_035717	正在設置結界用鑄幣
ETC_20180827_035718	正在使用微魔力探知器
ETC_20180827_035719	找到有老舊的研究紀錄書的場所了
ETC_20180827_035720	正在關閉裝置中
ETC_20180827_035721	已關閉裝置
ETC_20180827_035722	因為用錯誤的順序關掉，所有的裝置又重新啟動了！
ETC_20180827_035723	裝置好像被施了鎖定咒語。
ETC_20180827_035724	堅硬的水晶和魔法陣對裝置造成鎖定
ETC_20180827_035725	正在使用重力磁場卷軸
ETC_20180827_035726	已使用卷軸讓水晶和魔法陣分離。
ETC_20180827_035727	玻璃瓶已裝有密有銀河道{nl}的物質
ETC_20180827_035728	已獲得電氣球
ETC_20180827_035729	裝置超載，已停止運作
ETC_20180827_035730	裝置已被輸入兩位數密碼
ETC_20180827_035731	看見被火燻黑的痕跡
ETC_20180827_035732	確認衣服大小
ETC_20180827_035733	聞聞看氣味
ETC_20180827_035734	正在救援中
ETC_20180827_035735	已救出落入陷阱的奎波爾
ETC_20180827_035736	落入陷阱的奎波爾
ETC_20180827_035737	必須回去和葛拉希亞見面
ETC_20180827_035738	正在清除還原的陷阱
ETC_20180827_035739	佛拉德，請你一定要回到女神身邊
ETC_20180827_035740	不行！葛拉希亞，別那樣！
ETC_20180827_035741	不要那樣，不要給我！
ETC_20180827_035742	陷阱啟動了，感覺到身體變弱了。
ETC_20180827_035743	陷阱發動了，已吸入毒煙氣。
ETC_20180827_035744	陷阱發動了，被箭雨射中了！
ETC_20180827_035745	既然來到這裡了，就絕不能輸。
ETC_20180827_035746	其它同伴們都還好嗎？真的是太可怕了…
ETC_20180827_035747	利迪亞夏班啊，請一定要引導我們。
ETC_20180827_035748	終於…實戰…{nl}呃呃，上面…
ETC_20180827_035749	很好，終於實戰了。{nl}玩個痛快吧！
ETC_20180827_035750	就像是要找回夏班史達和星之塔的抗戰一樣，那些到外頭去的團員們如果能回來就太好了。
ETC_20180827_035751	比如說是成為德拉郡的那一家門的人們嗎？因為和前團長有磨擦才離開的，應該很困難吧。
ETC_20180827_035752	喂，實戰可不是開玩笑呀。{nl}認真一點面對！
ETC_20180827_035753	呼， 還不如去巡禮朝聖者之路還比較好一點…
ETC_20180827_035754	不要說喪氣話，我們正在做的可是會名留千史的事情啊。
ETC_20180827_035755	我雖然沒有去過，但是這樣參與，之後不會要我朝聖吧？
ETC_20180827_035756	喂，你這樣子掉以輕心可是會碰一鼻子灰的喔。
ETC_20180827_035757	這程度，和跟巴伊爾一起去的朝聖者之路比起來，根本不算什麼吧？
ETC_20180827_035758	真羨幕… 居然說巴伊爾和朝聖者的路…
ETC_20180827_035759	呃啊…我不想死…
ETC_20180827_035760	肚子真難受…
ETC_20180827_035761	連站起來都很困難…
ETC_20180827_035762	好暈，我要吐了…
ETC_20180827_035763	和魔族們交手的同時，有一種很不對勁的心情，該不會…
ETC_20180827_035764	如果我到目前一直戰鬥的都是之前的同伴們…
ETC_20180827_035765	…反正流失是無法必免的，我已經做好覺悟了。
ETC_20180827_035766	不，我不要，我竟然是魔族！
ETC_20180827_035767	現在我無法回到家人的身邊了…
ETC_20180827_035768	為什麼會變成這樣呢…
ETC_20180827_035769	結束了…我的人生…這下都完了…
ETC_20180827_035770	我寧願這樣子…總比死掉好吧。
ETC_20180827_035771	你來了啊，巴伊爾就在後面。
ETC_20180827_035772	為了防備魔族們的突襲，我正在站哨警戒。
ETC_20180827_035773	這麼看來，希米爾家門的人們希望能夠幫忙我們。
ETC_20180827_035774	根據傳近聽到的傳聞，家門裡好像發生了什麼事情，正在為那件事情費心呢。
ETC_20180827_035775	其實梅坎如果沒有犯這樣的失誤，就不用這麼辛苦了。
ETC_20180827_035776	這都已經是過去的事情了。不管怎麼，現在梅坎在做什麼呢？
ETC_20180827_035777	我在這裡監視，確認敵軍是否來到這裡。
ETC_20180827_035778	利迪亞夏班在集布理納斯森林擊退魔王集布理納斯的故事非常有名喔。
ETC_20180827_035779	集布理納斯森林也被稱做是擊退魔王集布理納斯的森林。
ETC_20180827_035780	依克拉斯的可怕力量… 該不會是已經吸收了看守著的集布理納斯的精髓吧？
ETC_20180827_035781	都已經來到這裡了，現在只剩下奪回！
ETC_20180827_035782	為了找回所失去的夏班史達的自豪！
ETC_20180827_035783	傷口裂開了，不要動！
ETC_20180827_035784	呃啊，可惡的魔族…沒想到竟然會這麼強。
ETC_20180827_035785	啊啊啊！救命！好痛！好痛！
ETC_20180827_035786	魔族的力量根本就是壓倒性的強大，無法再前進…
ETC_20180827_035787	團員們受到的傷害很嚴重。這樣下去…
ETC_20180827_035788	魔族們有往這邊過來的機率，所以正看守著。
ETC_20180827_035789	還有可以在21層支撐的物資喔…
ETC_20180827_035790	弓箭好像不太夠的樣子…沒關係嗎？
ETC_20180827_035791	正在調查傳送點
ETC_20180827_035792	可以感覺到傳送點裡有強大的魔力
ETC_20180827_035793	正在設置魔法抑制器
ETC_20180827_035794	已設置好魔法抑制器！
ETC_20180827_035795	正在設置魔法炸彈
ETC_20180827_035796	炸彈丟擲出去了，但是傳送點並沒有消失。{nl}為了弱化傳送點的力量，請再次設置魔力抑制器吧。
ETC_20180827_035797	炸彈丟擲出去，傳送點消失了！
ETC_20180827_035798	已確認在防禦裝置上有保護膜。{nl}請回去向巴伊爾報告。
ETC_20180827_035799	正在解除防禦裝置
ETC_20180827_035800	已解除防禦裝置了！{nl}請回去和巴伊爾報告。
ETC_20180827_035801	保護膜還存在著。{nl}在炸彈引爆之前，請把周圍的魔族們都消滅掉吧。
ETC_20180827_035802	正在調查是否有雷波
ETC_20180827_035803	因為有狼人，所以很難進行調查。{nl}請消滅狼人後，再試一次。
ETC_20180827_035804	找到第2次防禦裝置的雷波了！
ETC_20180827_035805	正在解除控制裝置
ETC_20180827_035806	已解除控制裝置！
ETC_20180827_035807	沒有能夠連結在控制裝置上的手把。
ETC_20180827_035808	是已解除的控制裝置
ETC_20180827_035809	周圍還有許多魔族。{nl}請整頓周圍的魔族後，再試一次。
ETC_20180827_035810	正在調查透明牆
ETC_20180827_035811	調查透明牆的結果，要越過透明牆是不可能的。{nl}請回去向巴伊爾報告。
ETC_20180827_035812	已解除保護裝置！
ETC_20180827_035813	是已解除的保護裝置
ETC_20180827_035814	正在清除隱藏的魔力源
ETC_20180827_035815	已清除隱藏的魔法源了！
ETC_20180827_035816	找出隱藏的魔力源了！
ETC_20180827_035817	已找出管理者的第二把鑰匙！{nl}請回去向巴伊爾報告。
ETC_20180827_035818	管理者的鑰匙在向鑰匙氣息所環繞的魔族反應！
ETC_20180827_035819	是沒有帶鑰匙的魔族。
ETC_20180827_035820	已經是在對鑰匙共鳴的狀態。
ETC_20180827_035821	插在賽拉禮斯的身的箭矢效果還沒有結束。
ETC_20180827_035822	已將箭矢插在賽拉禮斯的身上了！
ETC_20180827_035823	正在插上鑰匙啟動控制裝置
ETC_20180827_035824	控制裝置啟動，可以前往至21層了！{nl}請回去向巴伊爾報告。
ETC_20180827_035825	正在查看周圍
ETC_20180827_035826	找出魔力殘留物了！
ETC_20180827_035827	已採集魔力殘留物了。
ETC_20180827_035828	已反擊裝置所發出的魔力殘留物了！
ETC_20180827_035829	氣息消失了，現在稍微好多了。
ETC_20180827_035830	嗯，現在什麼事都沒有了！
ETC_20180827_035831	依克拉斯…做了很可惡的事情。我無法原諒他！
ETC_20180827_035832	架設好抑制器，傳送點並不在適當的範圍內。{nl}請稍微再靠近傳送點，然後再試一次吧。
ETC_20180827_035833	魔法炸彈已經爆炸了！{nl}請停止防禦裝置的運作。
ETC_20180827_035834	受到巴伊爾的命令，正在監視赫尼卡。
ETC_20180827_035835	呃呼呼…呼呼…呼呼呼…喔…
ETC_20180827_035836	這傳送點已經調查過了。
ETC_20180827_035837	各位冒險家{nl}請先到下一個地區吧。
ETC_20180827_035838	還有請保護在那裡的水晶石。
ETC_20180827_035839	如果它破掉了，我們的計畫都會變成泡影。
ETC_20180827_035840	請和亞佳伊拉弗羅里對話！
ETC_20180827_035841	各位如果準備好了，就請和告訴我吧。
ETC_20180827_035842	那麼我先到下一個地點等待。
ETC_20180827_035843	今天的書籤位置
ETC_20180827_035844	已經找到書籤了
ETC_20180827_035845	黃
ETC_20180827_035846	綠
ETC_20180827_035847	青
ETC_20180827_035848	已將書籤裝在正確的位置！
ETC_20180827_035849	不是裝在這個密碼柱的書籤，或未持有書籤。{nl}請再試一次。
ETC_20180827_035850	沒有運轉
ETC_20180827_035851	已持有書籤
ETC_20180827_035852	已裝上書籤
ETC_20180827_035853	這個書櫃沒有書籤
ETC_20180827_035854	找到書籤了！
ETC_20180827_035855	結界打開了呢，請協助下個地點的哈勃克。
ETC_20180827_035856	我為計畫的最後階段做準備。
ETC_20180827_035857	哈勃克與我在唸咒語的期間，請你保護我！
ETC_20180827_035858	萬事俱備，要是你準備好了，請告訴我。
ETC_20180827_035859	巴爾道勃斯的濃縮液
ETC_20180827_035860	請稍候再試。
ETC_20180827_035861	已對密碼柱裝上正確的書籤。
ETC_20180827_035862	正在打開濃縮液
ETC_20180827_035863	關於下方的房間
ETC_20180827_035864	關於右邊的書庫
ETC_20180827_035865	關於此處的密碼柱
ETC_20180827_035866	啊，啟示者，真的很謝謝你。多虧有你，受到了許多大師的援助！
ETC_20180827_035867	拉明大將軍親自出馬時，我真的非常驚訝…實在是太好了！
ETC_20180827_035868	嗯…多虧有大師們的援助，走到這一步還算是遊刃有餘，真好！
ETC_20180827_035869	啊，啟示者，多虧有你，箭矢和糧食都很充足。都是託你和大師們的福啊。
ETC_20180827_035870	現在還有殘存的餘黨，別因為已經收復就鬆懈了。
ETC_20180827_035871	我聽說收復成功了，以後就能放心了吧？
ETC_20180827_035872	利迪亞夏班在上，你的榮耀找回來啦。
ETC_20180827_035873	收復成功啦！{nl}呃…我太緊張，肚子有點…
ETC_20180827_035874	哈哈！我就知道我們辦得到！
ETC_20180827_035875	真的是很辛苦的戰鬥…
ETC_20180827_035876	不要現在就鬆懈了，現在還有魔族的餘黨。
ETC_20180827_035877	別得意了，並不是打敗依克拉斯就結束了。
ETC_20180827_035878	結束啦！呼，終於可以回到家人身邊了吧？
ETC_20180827_035879	你在說什麼啊，還有餘黨呢。
ETC_20180827_035880	結束是很好，那我可以去逛逛了嗎？
ETC_20180827_035881	話說回來，赫尼卡那傢伙怎麼樣了？
ETC_20180827_035882	他叫我們暫時先繼續監視。
