QUEST_00000000_000000	UTF-8-DOM問題迴避用
QUEST_20180629_009984	自從被調到廢都後，一直都有和我聯繫，但最近突然聯繫不上，本來還很擔心..{nl}原來是發生了這種事情..{nl}
QUEST_20180629_009985	我會派其他的士兵們去帶回阿爾維達斯。{nl}比起這個我有點在意阿爾維達斯耳邊所聽到的笛聲。{nl}
QUEST_20180629_009986	你是否聽說過吹笛手大師？{nl}是一個用笛子創造出很多軼事的人。{nl}
QUEST_20180629_009987	我在猜說這件事情可能與吹笛手大師有關。{nl}你可以幫我去找吹笛手大師，詢問是否跟這件事情有關聯嗎？
QUEST_20180629_009988	吹笛手大師是一個神出鬼沒的人，我也不清楚他的行蹤。{nl}
QUEST_20180629_009989	但是神諭師大師說不定知道他的行蹤，去柯拉佩達找神諭師大師看看吧。
QUEST_20180629_009990	如此頑固的話就沒辦法了。{nl}我只好去拜託別人。
QUEST_20180629_009991	柯拉佩達的神諭師大師應該知道吹笛手大師的行蹤。{nl}如果找到吹笛手大師的話，請一定要詢問是否跟這件事情有所關聯。
QUEST_20180629_009992	去找柯拉佩達的神諭師大師詢問吹笛手大師的行蹤吧。
QUEST_20180629_009993	馬上就來了啊。{nl}我已經知道你不久後就會來找我了。{nl}
QUEST_20180629_009994	不過，我可以問你為什麼想要知道吹笛手大師的行蹤嗎？
QUEST_20180629_009995	原來發生這樣的事情了啊。{nl}吹笛手大師是個與許多事情都有關聯的人。{nl}
QUEST_20180629_009996	現在他應該會在祈願森林，你去祈願森林那邊看看吧。
QUEST_20180629_009997	啊，還有請收下這張紙條。{nl}怕你搞錯地方而將吹笛手大師的位置紀錄在上面。{nl}
QUEST_20180629_009998	當你遇到吹笛手大師後，應該會被拜託各種事情。{nl}將被拜託的事情和一些進行狀況紀錄在紙條上的話，事情會變得比較輕鬆。
QUEST_20180629_009999	吹笛手大師在祈願森林裡。{nl}另外我給你的紙條上，也有標示吹笛手大師的位置。{nl}之後在紙條上也可以確認被拜託的事情和進行狀況，你在確認看看。
QUEST_20180629_010000	吹笛手大師
QUEST_20180629_010001	你是來找我的嗎？{nl}已經很久沒有人來找過我了。{nl}
QUEST_20180629_010002	那麼我可以問說，你是為了什麼事情來找我的嗎？
QUEST_20180629_010003	居然流傳這種傳聞..{nl}是我的疏失。{nl}
QUEST_20180629_010004	我承認這個傳聞的確跟我有關。{nl}
QUEST_20180629_010005	雖然你並不知道，但這片大陸到處都是我的弟子。{nl}而這件事情是與其中一個很有才能的弟子有關。{nl}
QUEST_20180629_010006	弟子所在的區域，因為某件事情造成士兵們的精神產生了異常，因此弟子直接請求我幫忙。{nl}
QUEST_20180629_010007	因為放任這些士兵們不管的話..{nl}不只是士兵們，連士兵們周圍的人也都有可能會面臨到危險。{nl}
QUEST_20180629_010008	為了預防這種狀況的發生，我和弟子進行了將那些士兵們引導到其它地方的計劃。{nl}
QUEST_20180629_010009	由於士兵們的精神狀態還不穩定，所以我無法跟你說引導的地方是哪裡。{nl}因為不知道會發生什麼危險的狀況。
QUEST_20180629_010010	雖然你並不知道，但這片大陸到處都是我的弟子。{nl}而這件事情是與其中一個很有才能的弟子艾維德斯有關。{nl}
QUEST_20180629_010011	有關啟示者你的事情，已經從艾維德斯那裡聽說過了。{nl}
QUEST_20180629_010012	啟示者你也知道，那裡士兵們的精神已經發生異常了。{nl}艾維德斯意識到這件事情無法自己解決，因此直接請求我幫忙。{nl}
QUEST_20180629_010013	為了預防這種狀況的發生，我和艾維德斯進行了將那些士兵們引導到其它地方的計劃。{nl}
QUEST_20180629_010014	不能就此放棄。{nl}再次跟吹笛手大師對話看看。
QUEST_20180629_010015	你又來了啊。{nl}正如我前面所說，我應該已經告訴過你，我不能讓你知道士兵們被引導去哪裡了吧？
QUEST_20180629_010016	嗯..用我的力量沒辦法治療他們的精神病。{nl}經過一番苦惱之後，為了尋找治療精神病的方法，而找了其他的大師們。{nl}
QUEST_20180629_010017	在其他大師們也沒有方法的時候，瘟疫醫生大師提到了會研究看看治療的方法。{nl}真的很擔心的話，你要不要代替我去找瘟疫醫生大師，詢問說是否研發出了治療的方法？
QUEST_20180629_010018	雖然我也可以親自去確認，但因為快到了檢查士兵們狀態的時間。{nl}那麼就期待你的好消息了。
QUEST_20180629_010019	請跟瘟疫醫生大師確認是否研發出了治療方法。{nl}瘟疫醫生大師應該會在伊斯托拉遺跡地這裡。
QUEST_20180629_010020	前往伊斯托拉遺跡地尋找瘟疫醫生大師吧。
QUEST_20180629_010021	是有關吹笛手大師拜託的事情來找我的吧。{nl}
QUEST_20180629_010022	雖然不知道是否能治療士兵們的精神病..{nl}
QUEST_20180629_010023	但我有研究出一種治療劑的製造方法，可以使士兵們的狀態恢復到一定的程度。{nl}雖然說只要有材料的話就可以馬上製作出來，但需要的材料種類實在是太多了。{nl}
QUEST_20180629_010024	如果是很急的事情，啟示者你可以代替我去收集製作所需要的材料嗎？
QUEST_20180629_010025	啟示者你只要幫我收集一種材料就可以了。{nl}其它的材料就由我來收集。{nl}
QUEST_20180629_010026	在比爾那森林的木造監視塔附近、榭魯榭艾向陽地和瑪拉斯養蜂預定地周圍會看到一些草堆。{nl}請幫我在草堆中尋找一種被稱為紫蘇葉，擁有紫色葉子的藥材。{nl}
QUEST_20180629_010027	只要幫我收集30個，就足夠製作出治療劑。{nl}那麼就拜託你了。
QUEST_20180629_010028	在比爾那森林的木造監視塔附近、榭魯榭艾向陽地和瑪拉斯養蜂預定地周圍的草堆中，{nl}尋找一種被稱為紫蘇葉，擁有紫色葉子的藥材。{nl}只要幫我收集30個，就足夠製作出治療劑。{nl}
QUEST_20180629_010029	其它的材料就由我來收集。
QUEST_20180629_010030	全部都收集好囉。{nl}我也剛好收集完其它全部的材料了。{nl}
QUEST_20180629_010031	很快就製作出來了，請稍等一下。
QUEST_20180629_010032	請接受這個治療劑。{nl}接著請去找時空法師大師將這件事情告訴他，然後給他看這個藥劑。{nl}
QUEST_20180629_010033	這治療劑有一個隨著時間經過，功效就會降低的缺點。{nl}在研發出製作方法之前，我有將這個缺點跟吹笛手大師提過。{nl}
QUEST_20180629_010034	而時空法師大師剛好也在那個位置上。{nl}那時有提到說會想辦法幫我完善這個缺點。{nl}
QUEST_20180629_010035	請去找碑石路的時空法師大師。
QUEST_20180629_010036	請拿著我給的治療劑去尋找碑石路的時空法師大師，並將這件事情告訴他。{nl}隨著時間經過，治療劑的功效就會降低，我想時空法師大師應該會有完善缺點的方法。
QUEST_20180629_010037	前往碑石路去尋找時空法師大師吧。
QUEST_20180629_010038	我有印象跟吹笛手大師討論過有關治療士兵們精神病的問題。{nl}
QUEST_20180629_010039	也有印象跟瘟疫醫生大師提過，會幫忙想辦法完善治療劑的缺點。{nl}你拿來的應該就是隨著時間經過，功效就會降低的那個治療劑吧。{nl}
QUEST_20180629_010040	我認為如果要改善藥效降低的缺點，應該是需要一個特殊的容器。{nl}容器內部完全不受外界影響的那種特殊的容器。{nl}
QUEST_20180629_010041	為了製作那種特殊的容器，我需要各種的材料。{nl}而收集材料需要一些時間..{nl}很急的話，啟示者你可以幫我去收集一部分的材料嗎？
QUEST_20180629_010042	前往伊基提沿岸的話，會發現有很多的沙子。{nl}請將閃著綠色光芒的沙子，裝在我給你的玻璃瓶當中。{nl}
QUEST_20180629_010043	閃著綠色光芒的沙子是製作容器的主要材料，請裝滿整個玻璃瓶。{nl}以伊基提沿岸的薩古瑪潟湖、雷拉堡礁、蘭杜尼斯珊瑚礁的周圍為主去找看看。{nl}尤其是發出綠色光芒的地點要特別去注意。{nl}
QUEST_20180629_010044	那個地方會充滿許多有綠色光芒的沙子{nl}
QUEST_20180629_010045	即使不是那些區域的周圍，在伊基提沿岸的附近使用我給你的玻璃瓶。{nl}那麼也可以獲得少量的閃著綠色光芒的沙子。
QUEST_20180629_010046	請仔細觀察伊基提沿岸的薩古瑪潟湖、雷拉堡礁、蘭杜尼斯珊瑚礁的周圍。{nl}在周圍尋找發出綠色光芒的地點。{nl}
QUEST_20180629_010047	發出綠色光芒的地點，充滿了許多綠色光芒的沙子。{nl}請使用玻璃瓶，將閃著綠色光芒的沙子裝在瓶中。{nl}
QUEST_20180629_010048	即使不是我所說的區域周圍，在伊基提沿岸的附近也可以使用我給你的玻璃瓶來觀察地面。{nl}雖然只有一點點，但也可以獲得少量的閃著綠色光芒的沙子。{nl}
QUEST_20180629_010049	請將閃著綠色光芒的沙子裝滿整個玻璃瓶。{nl}我就先去收集其餘的材料和做好製作容器的準備。
QUEST_20180629_010050	將整個玻璃瓶都裝滿了啊。{nl}其餘的材料已經備齊,容器的製作也都已準備完成了。{nl}
QUEST_20180629_010051	請稍等一下，我幫你製作容器。
QUEST_20180629_010052	現在裝在玻璃瓶內的治療劑，隨著時間的經過，功效也不會降低了。{nl}
QUEST_20180629_010053	對了，將治療劑交給吹笛手大師之前，你可以先去找聖水祭司大師嗎？{nl}
QUEST_20180629_010054	士兵們會變成這樣聽說是魔族所為。{nl}如果真的是魔族所為的話，那麼光靠治療劑是沒辦法完全治療好狀態的。{nl}因為士兵們身上可能會存在著某種詛咒或是邪惡的氣息。{nl}
QUEST_20180629_010055	請去找聖水祭司大師，請求給予治療劑祝福。{nl}如果士兵們身上真的存在詛咒或是邪惡的氣息，那麼一定可以發揮出效果的。{nl}就算真的搞錯了，祝福也不可能會造成什麼傷害。{nl}
QUEST_20180629_010056	事先已經告訴了聖水祭司大師，你再去找他吧。{nl}聖水祭司大師應該會在柯拉佩達這裡。
QUEST_20180629_010057	請去柯拉佩達去尋找聖水祭司大師，並請求聖水祭司大師給予治療劑祝福。{nl}如果士兵們身上真的存在詛咒或是邪惡的氣息，那麼一定可以發揮出效果的。
QUEST_20180629_010058	來去柯拉佩達去尋找聖水祭司大師吧。
QUEST_20180629_010059	我大致上聽時空法師大師說了。{nl}你要我幫忙對你帶來的治療劑灑上祝福對吧？{nl}
QUEST_20180629_010060	只要把治療劑給我，我就幫你灑上祝福。
QUEST_20180629_010061	來，拿好。{nl}請把這個治療劑交給吹笛手大師。{nl}
QUEST_20180629_010062	詳細的情況我沒聽說，但有些士兵得了精神疾病對吧？{nl}希望這個治療劑對他們有幫助。
QUEST_20180629_010063	請把這個治療劑交給吹笛手大師。{nl}我聽說吹笛手大師人在祈願森林裡。
QUEST_20180629_010064	請回去找祈願森林的吹笛手大師，將治療劑交給他吧。
QUEST_20180629_010065	你把治療劑帶來了呢。{nl}正好我也剛去察看士兵們的狀況回來。{nl}幸好他們的病情尚未惡化。{nl}
QUEST_20180629_010066	雖然我沒辦法保證治療劑的效果，但我相信瘟疫醫生大師。{nl}只要有一點點效果，就代表有治療的方法。{nl}
QUEST_20180629_010067	再加上量這麼多，給所有的士兵們使用也不成問題。{nl}
QUEST_20180629_010068	話說回來，巴賽寧帶著的士兵應該也需要治療劑。{nl}等確定了治療劑的效果，我會親自將部分治療劑交給巴賽寧。
QUEST_20180629_010069	題外話，我看啟示者你很有當吹笛手的資質呢。{nl}如果你對吹笛手有興趣，可以來找我。
QUEST_20180629_010070	神諭師大師的紙條
QUEST_20180629_010071	[吹笛手大師的位置]{nl}祈願森林{nl}
QUEST_20180629_010072	[紙條]{nl}到祈願森林見吹笛手大師吧。
QUEST_20180629_010073	[紙條]{nl}到祈願森林見吹笛手大師吧。{nl}-{nl}吹笛手大師說無法告知士兵們的位置。{nl}有必要詢問一下士兵們的病是否可以醫治。
QUEST_20180629_010074	[紙條]{nl}到祈願森林見吹笛手大師吧。{nl}-{nl}吹笛手大師說無法告知士兵們的位置。{nl}有必要詢問一下士兵們的病是否可以醫治。{nl}
QUEST_20180629_010075	{nl}-{nl}吹笛手大師說必須確認一下瘟疫醫生大師是否已經發現了療法替士兵們治病。{nl}到伊斯托拉遺跡地見瘟疫醫生大師吧。
QUEST_20180629_010076	{nl}-{nl}吹笛手大師說必須確認一下瘟疫醫生大師是否已經發現了療法替士兵們治病。{nl}到伊斯托拉遺跡地見瘟疫醫生大師吧。{nl}
QUEST_20180629_010077	{nl}-{nl}瘟疫醫生大師請求幫忙尋找製作治療劑用的紫蘇葉。{nl}在比爾那森林的木造監視塔附近，以及榭魯榭艾向陽地、瑪拉斯養蜂預定地周邊的草堆中收集30個紫蘇葉吧。
QUEST_20180629_010078	{nl}-{nl}瘟疫醫生大師請求幫忙尋找製作治療劑用的紫蘇葉。{nl}在比爾那森林的木造監視塔附近，以及榭魯榭艾向陽地、瑪拉斯養蜂預定地周邊的草堆中收集30個紫蘇葉吧。{nl}
QUEST_20180629_010079	{nl}-{nl}瘟疫醫生大師說若是時間過越久，治療劑的效果會越低。他說可以去問時空法師大師，如何補救這個缺點。{nl}去找碑石路上的時空法師大師吧。
QUEST_20180629_010080	{nl}-{nl}瘟疫醫生大師說若是時間過越久，治療劑的效果會越低。他說可以去問時空法師大師，如何補救這個缺點。{nl}去找碑石路上的時空法師大師吧。{nl}
QUEST_20180629_010081	{nl}-{nl}時空法師大師說在製作可補救治療劑缺點的特殊玻璃瓶之前，需要在玻璃瓶內裝入閃著綠色光芒的沙子。{nl}去伊基提沿岸的薩古瑪潟湖、雷拉堡礁以及蘭杜尼斯珊瑚礁區域周邊，尋找閃著綠色光芒的區域，然後使用玻璃瓶將沙子裝進去吧。 {nl}
QUEST_20180629_010082	{nl}-{nl}就算不是上述提及的區域，在伊基提沿岸各處使用玻璃瓶查找地面，也能獲得沙子。
QUEST_20180629_010083	{nl}-{nl}就算不是上述提及的區域，在伊基提沿岸各處使用玻璃瓶查找地面，也能獲得沙子。{nl}
QUEST_20180629_010084	{nl}-{nl}時空法師大師將裝在特殊玻璃瓶的治療劑交給你，請你去找聖水祭司大師，讓他對這個治療劑灑上祝福。{nl}去找柯拉佩達的聖水祭司大師，請他幫忙吧。
QUEST_20180629_010085	{nl}-{nl}時空法師大師將裝在特殊玻璃瓶的治療劑交給你，請你去找聖水祭司大師，讓他對這個治療劑灑上祝福。{nl}去找柯拉佩達的聖水祭司大師，請他幫忙吧。{nl}
QUEST_20180629_010086	{nl}-{nl}將這個受過祝福的治療劑交給吹笛手吧。
QUEST_20180629_010087	坐著的士兵
QUEST_20180629_010088	讓楓葉變綠中…
QUEST_20180629_010089	我曾聽同伴說巴賽寧在卡汀森林入口。{nl}如果你去那裡有看到他，請一定要幫我的話轉述給他。
QUEST_20180629_010090	要取消正在進行中的公會任務嗎？
QUEST_20180629_010091	先前的公會任務未正常結束，無法入場。{nl}要取消嗎？
QUEST_20180629_010092	謎樣卷軸
QUEST_20180629_010093	請輸入動作名稱。
QUEST_20180629_010094	礦山無法地帶
QUEST_20180629_010095	非特定時間內禁止進入。可進入時間如下。{nl}21點 ~ 21點15分{nl}21點20分 ~ 21點35分
QUEST_20180629_010096	已許可進入水晶礦山。是否要入場？{nl}- 入場後，可加入特定勢力，與其他勢力進行戰鬥。{nl}{#FF0000}(可能會因為背包內的傭兵團信物過多，無法收到發送的獎勵。){/}
QUEST_20180629_010097	5分鐘後將不會接收參加申請。
QUEST_20180629_010098	要移動至夏奧雷伊礦山村莊嗎？
QUEST_20180629_010099	進入美容院
QUEST_20180629_010100	要移動至可以試穿各種髮型與時裝，並可進行購買的美容院嗎？
QUEST_20180629_010101	離開美容院
QUEST_20180629_010102	要從美容院移動至柯拉佩達嗎？
QUEST_20180629_010103	亨利司韵
QUEST_20180629_010104	你好~{nl}我是替您的髮型煥然一新的亨利司韵。
QUEST_20180629_010105	我主要是負責男士們的髮型。{nl}今天需要什麼服務呢？
QUEST_20180629_010106	變更男性髮型
QUEST_20180629_010107	購買男性假髮
QUEST_20180629_010108	安娜貝爾司韵
QUEST_20180629_010109	歡迎光臨~{nl}我是負責女士們秀髮的安娜貝爾司韵~
QUEST_20180629_010110	今天想做哪種髮型呢？
QUEST_20180629_010111	變更女性髮型
QUEST_20180629_010112	購買女性假髮
QUEST_20180629_010113	凱斯堤司
QUEST_20180629_010114	你好！{nl}我是製作漂亮衣服的時尚設計師，我叫凱斯堤司。
QUEST_20180629_010115	妳在找什麼衣服嗎？
QUEST_20180629_010116	神樹之日後，世界各處都產生了異空間的縫隙。{nl}與貝勒尼凱島一起被吸入的怪物們正在擴張那個空間。{nl}你可以進去異空間，幫忙消滅正在擴張該處的怪物嗎？
QUEST_20180629_010117	異空間滯留越久越危險，我會在適當的時機叫你出來。
QUEST_20180629_010118	對你來說，進去異空間還太早了。
QUEST_20180730_010119	調酒師
QUEST_20180730_010120	歡迎來到沙灘酒吧!在這邊可用你的魔法冰晶交換食物
QUEST_20180730_010121	交換同一款食物20次後，你的背包會自動獲得一個永久版本的食物。永久食物為無消耗，每天限用1次。他們的效果與[沙灘酒吧]食物一樣，但持續1小時！除此以外，你還可以在活動結束後，把這些食物當為玩具！
QUEST_20180730_010122	{nl}5顆交換 BBQ蝦串, 10顆交換 藍檸檬水, 20顆交換 新鮮椰子水. 
QUEST_20180730_010123	抱歉，你沒有足夠的魔法水晶.
QUEST_20180730_010124	你今天已經換了3次. 明天再來吧.
QUEST_20180730_010125	派對統籌
QUEST_20180730_010126	NEW!Feet On Fire {nl}挑戰成功，你會獲得
QUEST_20180730_010127	夏天派對盒子
QUEST_20180730_010128	{nl}挑戰為單人挑戰，每天每帳號限進1次。用短傳、中傳和長傳踢火球，直到把球踢到龍門 {nl}完成任務20次能從派對統籌NPC獲得燈塔手電筒
QUEST_20180730_010129	你今天已經參加了.{nl}明天再來吧!
QUEST_20180730_010130	累積成功次數還不夠喔。
QUEST_20180730_010131	之前已經給過你了…{nl}雖然想要再給你，但因為數量不足，所以我也沒辦法。
QUEST_20180827_010132	如果我們不出面，就會發生人類之間流血衝突的情況。{nl}目前正在蒐集大師們的意見，要去說服準備動員軍隊鎮壓夏班史達的拉明大將軍。{nl}不過因為各自都在很遠的地方，所以無法在所有地方都能保證傳書鷹的安全。{nl}我會告訴你適合的地方，希望你能夠去鎮壓怪物的氣勢。
QUEST_20180827_010133	如果在執行任務時聽到老鷹的求救聲，那麼就使用我給的
QUEST_20180827_010134	找到老鷹後，帶回來給我。
QUEST_20180827_010135	雖然參與的大師都想避免人類之間流血衝突的情況，但具體的意見方法都不相同，要將這些意見統合起來，需要很長的時間。
QUEST_20180827_010136	今天也在你的幫助下，我的朋友平安回來了。{nl}謝謝你。
QUEST_20180827_010137	你的角色很重要。{nl}如果沒辦法說服拉明大將軍的話，人類之間就會發生流血衝突，讓魔族獲得利益。{nl}趕快去我說的地方，將怪物消滅後，把傳書鷹安全的帶回來。
QUEST_20180827_010138	大師們毫不吝嗇的提供人脈和資金。{nl}我不會忘記你所提供的幫助。
QUEST_20180827_010139	雖然夏班史達的事情也很重要，但差點失去了朋友，謝謝你救了我。
QUEST_20180827_010140	成功消滅怪物了啊，謝謝。{nl}嗯..傳書鷹回來的時間已經過去了。{nl}真擔心是不是發生了什麼事情。
QUEST_20180827_010141	如果在消滅怪物時聽到老鷹的求救聲，那麼就使用我給的
QUEST_20180827_010142	應該是有什麼重要的事情吧。{nl}我會再找看看的。{nl}謝謝你幫助我。
QUEST_20180827_010143	謝謝。{nl}如果有聽到老鷹叫聲的話，那麼牠應該就躲在不遠的地方。
QUEST_20180827_010144	不只是大將軍，聯繫夏班史達的抵抗軍領導者巴伊爾也很重要。{nl}雖然與大將軍之間往來的內容會成為問題，但被發現到與巴伊爾有所聯絡的話，可能會更加刺激到夏班史達，因此要更加小心。
QUEST_20180827_010145	雖然得到了大將軍的允諾，但要提交大師們的聯名信，才算是正式的接受。{nl}因此要和被派遣到尼柯波爾利斯的奧維尼亞狄爾班互相聯絡討論這個問題。
QUEST_20180827_010146	不出所料，大將軍很擔心大師們的意志與計劃。{nl}如果失去了傳書鷹的話，就會留給大將軍我們準備不周的印象。{nl}這次也多虧了你，讓我們的計劃能順利進行下去。{nl}謝謝。
QUEST_20180827_010147	已經說好會定期報告給大將軍進行的情形。{nl}現在只要在跨出一步就可以了。{nl}只要再努力一點，就可以享受到這陣子辛苦的成果。
QUEST_20180827_010148	之前拿走啦？{nl}你好好回憶一下。
QUEST_20180827_010149	只要再努力一點，我會給你特別的獎勵。
QUEST_20180827_010150	多虧有你，計劃進行的很順利。{nl}到最後為止就拜託你了。
QUEST_20180827_010151	籌備完資金和兵力，結果產生了其它的問題。{nl}因為不能暴露士兵們的身分。
QUEST_20180827_010152	如果出現了落伍兵、傷者或是戰死人員的話，雖然對當事人來說是很不幸，但暴露了他們原本身分的話，作戰也會受到影響。{nl}因為並非全部都是傭兵或是支援者。{nl}所以非常需要你的幫助。
QUEST_20180827_010153	不是軍用物資的話，也會分發給難民們。{nl}目前還沒有必要讓士兵們知道正確的目的地。{nl}不過也不能讓士兵們的安排和移動受到阻礙，而發生延誤的事情，因此你的幫助是必要的。
QUEST_20180827_010154	為了從許多地方將物資移動到含星湖水，確保了各地的據點和集結地，正在將其連接起來。{nl}雖然在同條路上派遣兵力，實際上各個部隊的目的地都不一樣。{nl}因此如果兵力在移動中損失慘重的話，對整體的計劃會有很大的影響，所以非常需要你的幫助。
QUEST_20180827_010155	通過這段期間的努力，保管在各地據點的軍用物資，也陸續的傳達給抵抗軍了。{nl}如此一來，即使無法補充兵力，在後勤方面也不會輸給依克拉斯，可以好好戰鬥。{nl}同時，我們的兵力也會留意湖水周圍居民們的安全，隨時前往協助，這也算是間接的減輕抵抗軍的負擔了。
QUEST_20180827_010156	我們支援的兵力雖然無法與抵抗軍一起戰鬥，但卻可以斷絕魔族支援依克拉斯的可能性。{nl}因此巴伊爾可以認真的戰鬥，完全不用擔心依克拉斯可能從湖水外部得到支援。
QUEST_20180827_010157	通過這段期間的努力，先發兵力完成了能完整隔絕湖水的一重包圍網。{nl}隨著不斷的增加兵力，完成雙重、三重包圍網的話，抵抗軍就可以安心的戰鬥了。
QUEST_20180827_010158	我們相信你會將這件事情辦好的。{nl}拜託你了。
QUEST_20180827_010159	這次也多虧了你的活躍，才得以安全的抵達目的地。{nl}我們大家都非常的感謝你。
QUEST_20180827_010160	今天謝謝你的幫助。{nl}明天也拜託你了。
QUEST_20180827_010161	多虧了你的積極幫忙，取得了很大的進展。{nl}拜託你了。
QUEST_20180827_010162	職業重置活動小幫手
QUEST_20180827_010163	受到星星祝福的你，我可以幫你進行職業重置。{nl}
QUEST_20180827_010164	收集星之碎片
QUEST_20180827_010165	30個回來，1天2次！我可以為你交換重置道具。{nl}期間制道具無法使用於隊伍倉庫，領取前請一定要確認！
QUEST_20180827_010166	簽到越多，增加越多的獎勵！{nl}有屬性重置藥水和職業重置藥水喔。{nl}累積簽到獎勵會按照順序發送。{nl}期間制道具無法使用於隊伍倉庫，領取前請一定要確認！
QUEST_20180827_010167	可領取的累積簽到獎勵都領取完畢了。
QUEST_20180827_010168	由於裝置超載，而無法再受到保護。來使用魔力控制卷軸吧。
QUEST_20180827_010169	請輸入三位數密碼。
QUEST_20180827_010170	請問要解除保護膜嗎？
QUEST_20180827_010171	入住紀錄書562頁
QUEST_20180827_010172	入住紀錄書{nl}浩利-建國年1095年X月X日入住登錄{nl}仁智-建國年1095年X月X日入住登錄{nl}傑克-建國年1095年X月X日入住登錄
QUEST_20180827_010173	入住紀錄書563頁
QUEST_20180827_010174	入住紀錄書{nl}貝伊斯-建國年1095年X月X日入住登錄{nl}艾伯-建國年1095年X月X日入住登錄{nl}道爾-建國年1095年X月X日入住登錄
QUEST_20180827_010175	入住紀錄書564頁
QUEST_20180827_010176	入住紀錄書{nl}賽德-建國年1096年X月X日入住登錄{nl}伊波-建國年1096年X月X日入住登錄{nl}普格-建國年1096年X月X日入住登錄
QUEST_20180827_010177	入住紀錄書565頁
QUEST_20180827_010178	入住紀錄書{nl}高赫-建國年1096年X月X日入住登錄{nl}凱爾里-建國年1096年X月X日入住登錄{nl}雷斯里-建國年1096年X月X日入住登錄
QUEST_20180827_010179	浩利、仁智、傑克是在事件發生之前就已經入住了。
QUEST_20180827_010180	貝伊斯、艾伯、道爾是在事件發生之前就已經入住了。
QUEST_20180827_010181	賽德、伊波、普格的入住時間，看起來與事件發生的時間差不多。
QUEST_20180827_010182	高赫、凱爾里、雷斯里的入住時間，看起來與事件發生的時間差不多。
QUEST_20180827_010183	乞丐
QUEST_20180827_010184	你說人嗎…？{nl}我不太清楚。
QUEST_20180827_010185	但是我在睡夢中聽到有人跑過來的聲音有醒過來。{nl}本來想要重新入睡，結果從頭上掉落了這件衣服。{nl}因為我比較怕冷，想說這是哪裡飛來的橫財，就趕快撿起來了。
QUEST_20180827_010186	沒有，並沒有看見。{nl}只有聽到很匆忙跑上樓的聲音而已。
QUEST_20180827_010187	衣服被火給燻黑了，來去尋找其它線索吧。
QUEST_20180827_010188	像是成人男性穿的大小，去尋找其它的線索吧。
QUEST_20180827_010189	從衣服上隱約散發出一股藥物的味道，來去告訴奧古斯特杜邦從衣服發現的線索吧。
QUEST_20180827_010190	藥師
QUEST_20180827_010191	過去雖然有過犯罪紀錄，但我只是想靜靜地過新生活而已。{nl}拜託請幫我妥善處裡… 讓我可以在這裡重新開始生活。
QUEST_20180827_010192	幾個月前出獄後，我只是在找便宜且可以安靜生活的家。{nl}而那個時間我剛好來到了這個地方。
QUEST_20180827_010193	真的只是單純的偶然而已。
QUEST_20180827_010194	那時我買完藥之後，正準備要回家的路上。
QUEST_20180827_010195	我會自己製作藥然後交貨。{nl}交給住在這裡的畫家和魔法商店的主人凱爾里。
QUEST_20180827_010196	通常大家首先會先懷疑犯罪者。{nl}但如果我的犯罪紀錄傳到村子裡的話，我會失去工作而且會被趕出村子的。
QUEST_20180827_010197	因為害怕這個，所以我才逃跑的。{nl}拜託請不要把我的過去跟村子裡的人說。
QUEST_20180827_010198	被火燻黑的衣服
QUEST_20180827_010199	這是一件被火燻黑的衣服
QUEST_20180827_010200	究竟是什麼樣的研究，讓魔族如此的想要？
QUEST_20180827_010201	奎普博學者。{nl}也許因為曾經是個奸惡的人類，竟然會與魔族進行這樣的交易…真是荒唐。
QUEST_20180827_010202	好，我就接受你的交易吧。
QUEST_20180827_010203	好好顧好那些研究資料，被魔法詛咒而面貌扭曲的人阿。
QUEST_20180827_010204	請從書記官那裡確認一下入住紀錄書。
QUEST_20180827_010205	對凱爾里沒有任何反應的話，畫家應該就是被附身者了。
QUEST_20180827_010206	你說對畫家出現反應了嗎？{nl}終於找到被迪斯佩特附身的人了啊。
QUEST_20180827_010207	因為尼柯波爾利斯事故，尼柯波爾利斯的一部分跑到了某個次元。{nl}雖然歐文狄爾班和魯希德萬托想要調查這個次元，但因為怪物太多和次元扭曲的關係，要調查有點太危險了。
QUEST_20180827_010208	歐文狄爾班為了不要讓無辜的人進去受到傷害，而將管理和調查的事情託付給我。{nl}但託付給我的事情太多了，所以調查的事情完全沒時間去做。{nl}我想要之後將調查託付給那些有實力的人。
QUEST_20180827_010209	{@ST43}危險！{/}{nl}沒有奧維尼亞狄爾班的許可禁止進入這裡。
QUEST_20180827_010210	過去幻想圖書館：前往沙烏席斯9館，只有與你組隊的玩家才能一起入場。{nl}要入場嗎？{nl}(建議等級：330)
QUEST_20180827_010211	我也不知道我們為何會被魔族追趕…{nl}在被那些傢伙抓走之前，不論如何都得救出佛拉德和其他奎波爾們。
QUEST_20180827_010212	佛拉德。{nl}我們姊妹們要同心協力一起對抗魔族！
QUEST_20180827_010213	因為魔族們而還原成神樹時，這痛苦的瞬間我想了很多。{nl}我們一直信奉的存在真的為我們著想的話，會讓我們陷入如此痛苦的處境嗎？
QUEST_20180827_010214	有為我們奎波爾著想的話，絕對不可能會丟下我們不管的… {nl}如果我是一個不需要依賴別人，擁有強大力量的存在，會遭受到這種事情嗎？
QUEST_20180827_010215	你到底是想要說什麼？
QUEST_20180827_010216	女神拋棄了我們。{nl}已經沒有能夠守護我們的存在了。
