QUEST_LV_0400_00000000_000000	UTF-8-DOM問題迴避用
QUEST_LV_0400_20190419_004871	剛來到這裡時，怪物們看起來只是依循著本能在行動。{nl}所以即使我們人數處於劣勢，還是能使用戰略取得勝利。{nl}但最近有些怪物開始形成陣型，並設置埋伏襲擊我們。
QUEST_LV_0400_20190419_004872	經過調查，原來是出現了高階怪物在指揮他們。{nl}為了打倒高階怪物，我一直在觀察怪物們的動向。
QUEST_LV_0400_20190419_004873	自從高階怪物出現後，怪物們的動向便大不相同。{nl}他們沒有各自佔地盤，而是開始成群結隊。{nl}就這樣進而補足彼此的缺點。
QUEST_LV_0400_20190419_004874	過不久，他們開始藏身於水草之中襲擊我們，或在深夜進行突襲。{nl}師傅覺得這樣下去會無法壓制怪物的氣勢，所以他想除去高階怪物。{nl}然而高階怪物異常強悍，和普通的怪物根本不是同一個等級。
QUEST_LV_0400_20190419_004875	最大的問題是，原本就已經很強悍的高階怪物身邊，一直都有其他怪物們跟隨著。{nl}若想打倒高階怪物，必須先減少他身邊怪物的數量。
QUEST_LV_0400_20190419_004876	我知道這個任務很危險，但現在我能拜託的人只有啟示者你了。
QUEST_LV_0400_20190419_004877	謝謝你！啟示者。{nl}你在消滅梅伊班十字路口的怪物時，我會觀察高階怪物的動向的。
QUEST_LV_0400_20190419_004878	師傅在上次的戰鬥中為了保護我而受了傷。{nl}但他沒有表現出來，還是一直親身迎戰。{nl}就算是為了師傅，我也一定要打倒高階怪物。
QUEST_LV_0400_20190419_004879	啟示者你真是太強了。{nl}多虧有啟示者，離這一帶穩定下來的目標又邁進了一大步。
QUEST_LV_0400_20190419_004880	但周遭的怪物數量變得比以前更多了。{nl}為了日後與高階怪的作戰，我認為有必要保留啟示者的力量。
QUEST_LV_0400_20190419_004881	我聽說原本梅伊班湖水地區也跟星之塔一樣，有著能抵抗魔族的裝置。{nl}然而我們抵達水域後，忙著與怪物作戰，沒辦法去找裝置。
QUEST_LV_0400_20190419_004882	找到裝置來使用雖然會是個很有效的方法，但沒辦法預測會花多少時間。{nl}所以我想設置我們能使用的炸彈，作為應急的方法。
QUEST_LV_0400_20190419_004883	謝謝你，我去梅伊班十字路口區域設置完炸彈再回來。{nl}麻煩啟示者你去倒塌的展望台路口設置炸彈！
QUEST_LV_0400_20190419_004884	炸彈設置完成後，我會去觀察怪物們的動向。
QUEST_LV_0400_20190419_004885	炸彈設置完成了，現在去引誘周遭的魔族，然後打敗他們吧。
QUEST_LV_0400_20190419_004886	我來引誘剩下的怪物。{nl}麻煩啟示者你在倒塌的展望台待命，或是打倒在爆炸中倖存的怪物。
QUEST_LV_0400_20190419_004887	整頓周遭怪物後，接下來我打算向師傅報告，然後和大家一起攻擊高階怪物。{nl}希望這次的事能順利解決。
QUEST_LV_0400_20190419_004888	我在引誘周遭怪物時，遭到了高階怪物偷襲。{nl}雖然僥倖擋下了高階怪物的攻擊，但我其中一隻手臂斷了。
QUEST_LV_0400_20190419_004889	若不是啟示者，我肯定就遭殃了。{nl}對方原本就很狡猾，大概是察覺到了我的計畫吧？{nl}但幸好，他似乎不知道啟示者的存在。{nl}
QUEST_LV_0400_20190419_004890	就算說我的手臂受傷了，你竟然在信鴿送達之前，就打倒高階怪物…{nl}雖然是我親眼所見，但還是不敢置信，你真是太厲害了。
QUEST_LV_0400_20190419_004891	雖然危險，但多虧了你，順利解決了，我會向師傅報告此事。
QUEST_LV_0400_20190419_004892	啟示者！因為我聽見了很大的咆哮聲，所以集結了士兵們，發生什麼事了嗎？
QUEST_LV_0400_20190419_004893	你面對那麼強大的怪物也無所畏懼，真是了不起啊。
QUEST_LV_0400_20190419_004894	你竟然一個人打倒了那狡猾的高階怪物，了不起。{nl}還有，謝謝你救了弟子，有啟示者你在實在是太好了。
QUEST_LV_0400_20190419_004895	高階怪之前是守護此區最大的絆腳石。{nl}為了打倒他，我認為勢必會有很多犧牲。{nl}但你卻一口氣解決了…
QUEST_LV_0400_20190419_004896	將怪物從這個水域驅除只是時間問題了。{nl}其實我恨不得多留啟示者你一會兒，但其他的地方也需要你的幫忙。
QUEST_LV_0400_20190419_004897	尤其是原本管理水域的雷克，他們的情況一定很艱難。{nl}想必他們大多還沒接受戰鬥訓練。{nl}
QUEST_LV_0400_20190419_004898	若是你見到雷克，請你也幫助他們吧，就像你帶給我們希望這樣。{nl}願啟示者你的旅程時時有女神同在。
QUEST_LV_0400_20190419_004899	{nl}我會賭上我的性命，保衛這片有啟示者一同守護的水域。
QUEST_LV_0400_20190419_004900	守備隊隊員
QUEST_LV_0400_20190419_004901	謝謝你，因為有啟示者相伴，我這發抖的手現在終於鎮定了下來。
QUEST_LV_0400_20190419_004902	謝謝你！啟示者，我會拼了命地守護此地的。
QUEST_LV_0400_20190419_004903	說來慚愧，這段時間我一直很害怕，但現在終於不會了。
QUEST_LV_0400_20190419_004904	有啟示者相伴，我相信一定會勝利的。{nl}就算是為了她，我也不會再絕望了…！
QUEST_LV_0400_20190419_004905	雷克少年
QUEST_LV_0400_20190419_004906	你好啊～你是遊客嗎？{nl}此地在神樹之日以後便充斥著怪物，水草也生長得很茂盛，很危險的。
QUEST_LV_0400_20190419_004907	啟示者…你是傳聞中的啟示者嗎？那我真是白擔心了。{nl}傳聞說，啟示者會熱心幫助有難的人…你可以也幫幫我嗎？
QUEST_LV_0400_20190419_004908	謝謝！聽說神樹之日後，水草的成長速度變快，體積也變大了。{nl}所以管理所有水域變得很吃力。{nl}你跟我一起除去警戒哨所周邊的水草就可以了！
QUEST_LV_0400_20190419_004909	除水草是成為夏班史達一員必須經歷的過程！{nl}我要認真的管理水域，總有一天，成為那高聳的星之塔的一員。
QUEST_LV_0400_20190419_004910	我除草的時候，這些草都一動不動的，你竟然輕易就除去了！{nl}你真厲害，日後等我成為夏班史達的一員，我的力量也會變得跟啟示者一樣強嗎？
QUEST_LV_0400_20190419_004911	要處理除下來的水草，需要使用水盤設施控制室裡的裝置。{nl}裝置平時不使用的時候，由於有被怪物破壞的危險，所以我都把它藏著。
QUEST_LV_0400_20190419_004912	我先過去做準備，以便能即刻使用裝置。{nl}這段期間，啟示者你能幫我搬運堆放在前方的水草嗎？
QUEST_LV_0400_20190419_004913	你不用全部都搬！適量地搬一點，剩下的我會搬的。
QUEST_LV_0400_20190419_004914	那麼多的水草堆你全都搬了？我一個人搬的話，肯定會多花上半天…謝謝你。{nl}我現在使用裝置向你展示一下如何除水草！
QUEST_LV_0400_20190419_004915	啟示者…發生問題了，我第一次處理這麼大的量…{nl}以我手上現有的魔力源，是處理不來的。{nl}我馬上去採集魔力源過來！請你稍等。
QUEST_LV_0400_20190419_004916	什麼？你要幫忙採？你都已經協助除水草跟搬運了…謝謝你，啟示者！{nl}舊臨時倉庫中可以找到魔力源，那是會發亮的石頭，馬上就會看到的。
QUEST_LV_0400_20190419_004917	啟示者你真的很親切呢。{nl}我也想跟啟示者一樣幫助周遭的人，成為帥氣的夏班史達一員！
QUEST_LV_0400_20190419_004918	哇！你帶了這麼多魔力源回來？{nl}量這麼多，暫時可以專心地除水草了。{nl}謝謝你，啟示者。
QUEST_LV_0400_20190419_004919	有啟示者的幫忙，我一口氣處理了驚人的量呢，真的很謝謝你！{nl}如果你不介意，能不能也幫幫雷克臨時屯駐地的雷克首領？
QUEST_LV_0400_20190419_004920	在目前管理梅伊班32水域的雷克中，可以戰鬥的人只有雷克首領了…{nl}由於怪物漸漸地增多，雷克首領似乎很煩惱的樣子。
QUEST_LV_0400_20190419_004921	我雖然也想幫雷克首領消滅怪物…可我現在只會變成他的負擔。{nl}如果是啟示者你，一定可以幫到雷克首領的！
QUEST_LV_0400_20190419_004922	雷克首領
QUEST_LV_0400_20190419_004923	你好，我是管理這片水域的雷克首領。{nl}有件事我想先跟你道歉。
QUEST_LV_0400_20190419_004924	其實你剛來這片水域時，我不知道你的真面目，一直在暗地裡觀察你。{nl}我打算，要是你有可疑的行動，我要立刻攻擊你。
QUEST_LV_0400_20190419_004925	但看來我是白擔心了，你很親切地協助了雷克少年。{nl}謝謝你幫助他。
QUEST_LV_0400_20190419_004926	雷克首領為了保護水域一直在努力著。{nl}上次怪物出現的時候，也是他跟我一起保護了我妹妹。
QUEST_LV_0400_20190419_004927	我想快點長大，成為夏班史達的一員，幫忙雷克首領！{nl}雷克首領現在人在雷克臨時屯駐地。
QUEST_LV_0400_20190419_004928	不過這片水域因為怪物的關係，人應該很難進來才對…{nl}你應該不是普通的旅行者…你來這裡有什麼事嗎？
QUEST_LV_0400_20190419_004929	原來如此，你就是那位啟示者啊，我剛剛失禮了。{nl}我們雷克的故鄉大多是這附近的水域。
QUEST_LV_0400_20190419_004930	雷克在利迪亞夏班建立星之塔以來，代代守護水域，已經有600多年了。{nl}大家都夢想著成為夏班史達的一員，管理水盤設施內生長的水草。{nl}後來，就發生噩夢般的神樹之日了。
QUEST_LV_0400_20190419_004931	神樹之日後，植物成長得十分旺盛，是過去完全無法比擬的。{nl}但我們雷克還是不放棄，一直避免湖水被水草完全覆蓋。
QUEST_LV_0400_20190419_004932	嗯…水草這方面我們盡力擋了下來，但我們一直無法解決持續增多的怪物。{nl}師傅現在人不在，一直以來我都藉由他的教導，接受戰鬥的訓練。{nl}然而這片水域裡的多數雷克，到現在為止都還沒受過訓練。
QUEST_LV_0400_20190419_004933	因此對我們來說，比起旺盛生長的植物，漸漸增多的怪物是更大的問題。{nl}尤其巨大怪物據地為王後，我們能去除水草的活動範圍越來越小了。{nl}你可以幫幫我們嗎？
QUEST_LV_0400_20190419_004934	謝謝你！啟示者。
QUEST_LV_0400_20190419_004935	我雖然幾次嘗試打倒巨大怪物，但憑我一己之力，實在很難辦到。{nl}我能做的，只有使用添加安眠藥的誘餌，減短牠活動的時間。
QUEST_LV_0400_20190419_004936	啟示者你來之前，我一直在製作打倒怪物的的毒箭。{nl}啟示者你能去舊潛伏哨所，幫忙採集含有湖水氣息的草嗎？
QUEST_LV_0400_20190419_004937	這段時間，我會去收集其他材料，順便觀察巨大怪物的狀況。
QUEST_LV_0400_20190419_004938	製作此毒的方法是師傅教我的，師傅在獵捕方面可是很出名的。{nl}雖然他現在有事離開了這裡，但他跟我承諾，總有一天會回來。{nl}舊潛伏哨所裡也有怪物，雖然我相信啟示者，但還是請你務必小心。
QUEST_LV_0400_20190419_004939	辛苦你了，過程中應該有被怪物妨礙才對，實在太迅速了。{nl}巨大怪物剛剛吃了添加安眠藥的誘餌，現在正在沉睡，這段期間我們有許多要做的事。
QUEST_LV_0400_20190419_004940	跟巨大怪物打鬥時，巨大的聲響可能會刺激到鄰近的怪物。{nl}最糟糕的情況是，怪物們可能會闖進戰鬥，讓情況變得更糟糕。
QUEST_LV_0400_20190419_004941	目前巨大怪物正沉睡在往舊雷克訓練場的路口上。{nl}在我製作毒箭的期間，你可以去幫忙消滅周遭的怪物嗎？
QUEST_LV_0400_20190419_004942	師傅一直叮囑我們，獵捕怪物時必須慎重。{nl}必須事先排除風險。
QUEST_LV_0400_20190419_004943	請你幫忙消滅空地周遭的怪物。{nl}毒箭做好之後，我也會去幫你的。
QUEST_LV_0400_20190419_004944	你真的很快啊，剛好毒也製作完成了。
QUEST_LV_0400_20190419_004945	接下來終於要去抓巨大怪物了，呼…真是令人緊張。{nl}但有啟示者在，我想會順利解決的。
QUEST_LV_0400_20190419_004946	附近的怪物大致上已經清除了，但不知道其他地區的怪物什麼時候會跑來。{nl}趕緊行動吧。
QUEST_LV_0400_20190419_004947	我會先前往舊雷克訓練場觀察巨大怪物。{nl}你準備好之後，麻煩你到有做標誌的路口來。
QUEST_LV_0400_20190419_004948	幸好你沒事，啟示者。還有，我很抱歉沒辦法幫上忙。{nl}若沒有啟示者你在，我大概沒辦法平安脫身吧。{nl}
QUEST_LV_0400_20190419_004949	師傅離開後，我以為我很認真修練了，原來還差得遠呢。{nl}真的很謝謝你幫忙。{nl}
QUEST_LV_0400_20190419_004950	呃呃…傷口比我想得還深，我看我得回附近的臨時屯駐地治療傷勢。{nl}在那之前，雖然有點過意不去，但我還想再拜託你一件事。
QUEST_LV_0400_20190419_004951	多虧有啟示者，才能擊倒巨大的怪物，但這片水域的問題，並不是這樣就完全解決了。{nl}我需要一些護身用品給雷克少年那樣的年幼雷克使用，而核心的材料是怪物的身體部位。
QUEST_LV_0400_20190419_004952	換做平時，我就能自己去解決怪物拿材料，但以我現在的身體狀況有點困難。{nl}你可以去打倒雷克避難所的花椰怪，幫忙收集材料嗎？
QUEST_LV_0400_20190419_004953	核心材料在雷克避難所棲息的花椰怪身上可以找到。{nl}你剛剛才打完巨大怪物，不好意思，實在是麻煩你了。{nl}{nl}
QUEST_LV_0400_20190419_004954	你把材料拿來了呀，謝謝你。{nl}這樣一來，暫時可以安心了，不過可不能像剛剛那樣鬆懈。
QUEST_LV_0400_20190419_004955	這次多虧有啟示者的幫忙，事情順利解決了。{nl}但我們也不能老是讓啟示者這樣的人幫忙。{nl}我們終究還是要有保衛自己家園的力量才行。
QUEST_LV_0400_20190419_004956	下次啟示者到訪時，我想讓你看見我們已經有保衛自己家園的力量。{nl}願啟示者你的旅程時時有女神同在。
QUEST_LV_0400_20190419_004957	雖然一直接受啟示者的幫助，但能跟你並肩作戰真是我的榮幸。{nl}這就是雷克們幫助利迪亞夏班，為保護星之塔而戰的心情嗎？{nl}若是下次再見到啟示者，到時我一定努力幫上你的忙。
QUEST_LV_0400_20190419_004958	等我成為夏班史達的一員，我想像啟示者和雷克首領那樣，幫助有困難的人！
QUEST_LV_0400_20190419_004959	外城壁區域是受神樹之日損害最大的地區。{nl}那裡的本來情況就很艱難，要是連這裡的怪物都越過外城壁…務必要阻止這種事發生。
QUEST_LV_0400_20190419_004960	我每天都在跟怪物戰鬥著。{nl}看著再怎麼消滅也沒有減少的怪物，我越來越沒有信心了。
QUEST_LV_0400_20190419_004961	現在這個時候怪物還是在增多吧？{nl}老實說我很害怕。
QUEST_LV_0400_20190419_004962	目前沒發現任何異狀，但最近怪物的動向不太尋常。{nl}我變得越來越沒有信心了。
QUEST_LV_0400_20190419_004963	等收復梅伊班水域，回到家鄉後，我想向青梅竹馬的她求婚。{nl}可是我能平安無事地回去嗎？
QUEST_LV_0400_20190419_004964	繼續待在這裡，怪物可能會再度聚集過來。{nl}最好趕緊往屯駐地移動。
QUEST_LV_0400_20190419_004965	師傅的屍身…由我們來收。
QUEST_LV_0400_20190419_004966	雖然我在講述對師傅的不滿，但我心裡的某一處還是相信著他的。{nl}當初他收留我們的時候，真的是個正氣凜然的人，到底為什麼會變成這樣…
QUEST_LV_0400_20190419_004967	還有，我們發現的東西原來並非利迪亞夏班的遺物。{nl}雖然不是很肯定，但我想應該是水盤設施的重要零件。
QUEST_LV_0400_20190419_004968	被那巨大的怪物重壓還能保持完好，我想一定是下了很多功夫打造的零件。{nl}雖然不是遺物，但使用這個零件，應該可以補強水域的防禦設施。
QUEST_LV_0400_20190419_004969	我想先跟剩下的同伴們重新整備，身心都太過疲乏了。{nl}整備完成後再準備收復水域。{nl}我得調查發現的零件如何正確使用，也必須向過去的同伴們請求幫助…
QUEST_LV_0400_20190419_004970	話說回來，師傅有一點奇怪。
QUEST_LV_0400_20190419_004971	倒塌的礦場出現傳點後，我們為了逃離水域，就往梅伊班31水域前進。
QUEST_LV_0400_20190419_004972	當時萬一梅伊班31水域徹底被怪物佔領，我們就會變成孤立無援的狀態。{nl}我急忙地告訴師傅說，必須先觀察巴林威爾空地和梅伊班31水域。{nl}但師傅卻說，他要一個人調查巴林威爾空地，讓我們根本就不能靠近。
QUEST_LV_0400_20190419_004973	他說自己都已經調查過，連逃跑路徑都探查好了，由我們去只是浪費時間。 {nl}雖然我不是很確定，但梅伊班31水域應該有什麼師傅不想讓我們知道的事。
QUEST_LV_0400_20190419_004974	再次感謝你幫助我們，啟示者。{nl}多虧有啟示者，才能替同伴們報了仇，儘管沒找到遺物，卻發現了水盤設施相關的零件。
QUEST_LV_0400_20190419_004975	下次啟示者來這裡時，我想讓你看看過去這裡的美麗景象呢。
QUEST_LV_0400_20190419_004976	雖然不認識你，但請你趕快逃吧！不知道怪物什麼時候會再聚集過來。
QUEST_LV_0400_20190419_004977	我當時還太小，記得不是很清楚，但據說神樹之日前，這裡的植物並沒有這麼巨大！{nl}我想以前除去水草的工作沒有這麼辛苦吧？{nl}話說，這裡到處都是怪物，非常危險，你還是去其他地方比較好。
QUEST_LV_0400_20190419_004978	虎獵師大師
QUEST_LV_0400_20190419_004979	這些可恨的老虎…{nl}等著瞧…{nl}我會報仇的…
QUEST_LV_0400_20190419_004980	野獸跟人都會在停駐過的地方留下痕跡。{nl}請隨時把自己藏好，等獵物失去戒心。{nl}然後一口氣殺了他們。
QUEST_LV_0400_20190419_004981	{nl}若不這樣做，你自己也會成為獵物的。{nl}就像我們村裡人一樣…
QUEST_LV_0400_20190419_004982	凱都拉商團團員塔達斯
QUEST_LV_0400_20190419_004983	你看起來並非一般的冒險家啊。{nl}再怎麼莽撞的冒險家，也不會到這麼危險的地方吧…{nl}我是有聽商團說，有個在北邊地區旅行的啟示者。
QUEST_LV_0400_20190419_004984	{nl}我因為商團首腦部的命令，來到這裡收集外城壁的殘骸。{nl}我一個人做太吃力，就找了幾個人來幫忙…{nl}但他們兩個忙著吵架，根本沒有打算幫助我。{nl}如果你不介意，可以幫幫我嗎？
QUEST_LV_0400_20190419_004985	歡迎歡迎。{nl}這是我之前跟你說的那兩個人…{nl}他們依然只知道吵架，完全不想聽我的話呀。
QUEST_LV_0400_20190419_004986	{nl}要趕快結束這裡的工作，然後回去才行，傷腦筋。
QUEST_LV_0400_20190419_004987	這樣下去，商團要求的東西我一樣都沒辦法做到。{nl}你能不能去哨兵交班處幫我找來一些黃色碎片？{nl}真的很不好意思…
QUEST_LV_0400_20190419_004988	至於那兩個人，我會再說服看看。
QUEST_LV_0400_20190419_004989	拿錢做事的人竟然不聽雇主的話…{nl}眼下又沒有對策，真是頭痛啊。
QUEST_LV_0400_20190419_004990	我要拜託你幫忙，就叫他們回去了。{nl}後來我就急忙地跟在你後面。
QUEST_LV_0400_20190419_004991	{nl}真是荒唐的狀況…
QUEST_LV_0400_20190419_004992	因為你是啟示者我才跟你說的。{nl}我想讓他們都離開，然後跟你一起工作。
QUEST_LV_0400_20190419_004993	{nl}但因為各種複雜的原因，我還是沒辦法這麼做。{nl}所以我想，你能去幫我說服一下他們嗎？{nl}要是他們看到你的實力，至少會配合一下吧？
QUEST_LV_0400_20190419_004994	事情變難辦了呀。{nl} 尼勒基是從摩勒斯來到凱都拉商團，由商團帶大的。{nl}雖然不知道發生什麼事，但他好像不相信波爾凱。
QUEST_LV_0400_20190419_004995	{nl}就算是跟你結伴，我也不能兩個都一起派去。{nl}你先跟波爾凱一起進行任務吧。{nl}麻煩你了。
QUEST_LV_0400_20190419_004996	野蠻人波爾凱
QUEST_LV_0400_20190419_004997	了不起的選擇啊！{nl}好，輪到我出馬了。{nl}我們先去崩塌的集結地將他們通通打倒吧！
QUEST_LV_0400_20190419_004998	{nl}哎呀，在那之前得先解決大師的委託。{nl}你先過去處理吧。{nl}我跟塔達斯談完就馬上跟上去。
QUEST_LV_0400_20190419_004999	不是他死就是我亡！{nl}只能有一方活下來。
QUEST_LV_0400_20190419_005000	事情談得很順利。{nl}看不出來你很慷慨嘛！
QUEST_LV_0400_20190419_005001	{nl}他說要我跟你去北邊比武場。{nl}好像是要打倒那邊的怪物，收集幾個玻璃碎片。
QUEST_LV_0400_20190419_005002	{nl}準備好了就馬上出發吧。
QUEST_LV_0400_20190419_005003	我聽塔達斯說你是個大忙人。{nl}快點去北邊比武場怎麼樣？
QUEST_LV_0400_20190419_005004	沒想到你會拿這麼多玻璃碎片來。{nl}很厲害嘛！
QUEST_LV_0400_20190419_005005	這個地區有很多城牆內找不到的材料呢。{nl}除了含有女神氣息的東西，還有很多聖堂裡能看到的材料。{nl}商團收集這些想做什麼呢？
QUEST_LV_0400_20190419_005006	我離開這裡之前，商團跟我說了一件很有趣的事。{nl}他們說這裡打造成首都之前，就已經有凱都拉商團的存在。{nl}而且這座城牆也是商團所建的。
QUEST_LV_0400_20190419_005007	{nl}一介商團竟然建造出這樣的規模…{nl}我在這個商團幾十年了，但我還是不知道他們是否是普通的商人公會。
QUEST_LV_0400_20190419_005008	{nl}接下來你可以跟 尼勒基一起收集基石的碎片嗎？{nl}據商團所言，應該能在兵器集結地四周找到。
QUEST_LV_0400_20190419_005009	凱都拉商團團員尼勒基
QUEST_LV_0400_20190419_005010	你若要跟我一起走，安全第一。{nl}知道嗎？
QUEST_LV_0400_20190419_005011	這樣應該可以了。{nl}商團竟然設法查到了這個…{nl}他們掌握資訊的能力是我這一介團員無法想像的。
QUEST_LV_0400_20190419_005012	基石竟然拉到了這城牆上…{nl}這不是很奇怪嗎？{nl}商團叫我找這個的時候，我還以為是開玩笑呢。
QUEST_LV_0400_20190419_005013	你想想看。{nl}這座城牆的基石應該是建在地下的東西。{nl}不是在城牆上，而是在我們踩著的地下方。
QUEST_LV_0400_20190419_005014	那些樹根打碎了城牆，但為什麼城牆沒有崩塌呢？{nl}那基石…到底有多穩固？
QUEST_LV_0400_20190419_005015	{nl}我讓兩個人暫時到其他地方去了，你再跟我多聊一下吧。
QUEST_LV_0400_20190419_005016	我看商團也許想要復原這座城牆，或把上面值錢的東西拿下來賣。{nl}但若要這樣做，那些樹根就很礙事了。{nl}但如果因為這樣，就把它砍斷或讓它枯死，說不定城牆會一口氣崩塌。
QUEST_LV_0400_20190419_005017	{nl}有必要調查一下那個樹根究竟有多結實。{nl}你能再幫點忙嗎？{nl}我沒辦法信任那兩個人…
QUEST_LV_0400_20190419_005018	你有打算放棄啟示者之路，跟我一起工作嗎？
QUEST_LV_0400_20190419_005019	{nl}沒有就算了…
QUEST_LV_0400_20190419_005020	這個為什麼這麼重？
QUEST_LV_0400_20190419_005021	{nl}看來要先找到他們，回商團本部去了。{nl}要是沒有你，我肯定什麼都做不了。{nl}真的很謝謝你。
QUEST_LV_0400_20190419_005022	凱都拉商團團員伊內塔
QUEST_LV_0400_20190419_005023	乾脆放棄一切，退出商團嗎…
QUEST_LV_0400_20190419_005024	{nl}啊！請問你現在正在這個區域冒險嗎？
QUEST_LV_0400_20190419_005025	{nl}咦？原來你是商團說的啟示者啊！{nl}啟示者，你救救我吧…不對，是請你幫幫我吧！
QUEST_LV_0400_20190419_005026	要不要乾脆逃跑…
QUEST_LV_0400_20190419_005027	{nl}啊！我什麼都沒說。
QUEST_LV_0400_20190419_005028	真妙啊。{nl}我一使用那個，視線裡就只看得到商人了…{nl}那個女生是誰啊？
QUEST_LV_0400_20190419_005029	怎麼樣？{nl}你也對它有興趣了吧？{nl}我把它借給你，你能答應我一件請求嗎？
QUEST_LV_0400_20190419_005030	{nl}也沒什麼…{nl}你幫我使用它，然後收集對它有反應的物品就可以了。
QUEST_LV_0400_20190419_005031	唉…是不是趁現在逃走比較好？
QUEST_LV_0400_20190419_005032	{nl}啊！你還沒走嗎？！
QUEST_LV_0400_20190419_005033	哇…竟然這麼多。{nl}這些要怎麼全部帶走呢？{nl}你可以陪我一起把這些帶到佩迪米安嗎？
QUEST_LV_0400_20190419_005034	{nl}咦？不行嗎？{nl}嗯…
QUEST_LV_0400_20190419_005035	{nl}不過那個墜飾是什麼？
QUEST_LV_0400_20190419_005036	我第一次看到這個墜飾。{nl}用儀器端詳一下殘像如何？
QUEST_LV_0400_20190419_005037	趕快試試看！
QUEST_LV_0400_20190419_005038	我的故鄉是南部海邊，所以對於難民在神樹之日所發生的事，並沒有太大的感覺。{nl}但我希望殘像中出現的那個人能重新獲得幸福。
QUEST_LV_0400_20190419_005039	真是太感謝啦，果然是女神保佑啊！{nl}那你可以到兵營的屋頂來嗎？{nl}我會跟另一行人在那裡等著你。
QUEST_LV_0400_20190419_005040	我本以為幾天就能結束，然後回去的…{nl}現在竟然只收集到一個…
QUEST_LV_0400_20190419_005041	墜飾後面寫著帕亞烏塔的這個名字…{nl}這難道是剛剛殘像中看到的那個人？{nl}嗯…他會是誰呢？
QUEST_LV_0400_20190419_005042	這…
QUEST_LV_0400_20190419_005043	{nl}這在哪裡拿到的？
QUEST_LV_0400_20190419_005044	{nl}算了，我不會再問了。{nl}希望你能了解，這對我來說是很沉重的記憶。
QUEST_LV_0400_20190419_005045	雖然不知道是誰。{nl}但你見到他的話，請一定要安慰他。
QUEST_LV_0400_20190419_005046	請你先拿著這個吧！
QUEST_LV_0400_20190419_005047	我是被商團派遣到這裡來的前任時空法師。{nl}他們要我確認神樹之日時這裡所發生的事，然後只給了我這個項鍊…{nl}叫我自己去查。{nl}但我是一步也走不過這座橋了。{nl}我一定會死在怪物手上的！
QUEST_LV_0400_20190419_005048	{nl}所以說，你能幫幫我嗎？{nl}先用那個確認一下這周遭剩餘的殘像！
QUEST_LV_0400_20190419_005049	夏班史達副官 阿普羅尼尤斯
QUEST_LV_0400_20190419_005050	如果你是想從這裡過去，我勸你還是放棄得好。{nl}不，應該說，你不能過去，這前方可說是危險重重。
QUEST_LV_0400_20190419_005051	你真的…很強啊。{nl}我看你不像單純的外地人，我能問問你是何人嗎？{nl}
QUEST_LV_0400_20190419_005052	你說你是啟示者？沒想到我能見到傳說中的啟示者！{nl}這也是拉伊瑪女神引導嗎…{nl}
QUEST_LV_0400_20190419_005053	很抱歉，跟你說這麼唐突的話，但我們目前急需幫忙。{nl}很抱歉耽誤了你的時間，你能否聽我一言？
QUEST_LV_0400_20190419_005054	忘記先跟你介紹，我是隸屬夏班史達的副官，我叫阿普羅尼尤斯。{nl}我的任務是守護此地。{nl}
QUEST_LV_0400_20190419_005055	這裡是介於星之塔與王國之間的重要地區。{nl}所以我們一直守護著這裡，避免魔族侵襲。{nl}
QUEST_LV_0400_20190419_005056	然而某一天，我們的團長依克拉斯和魔族勾結的傳聞在夏班史達內部傳了開來。{nl}我們當時都覺得不可能，並不相信這個傳聞。{nl}
QUEST_LV_0400_20190419_005057	但是最近這附近的魔族不僅漸漸地增多，不知不覺間，連物資補給也斷了。{nl}那時我們才領悟到，內部已經放棄這裡。{nl}
QUEST_LV_0400_20190419_005058	我們當時很慌張，但儘管如此，我們還是不能拋下這裡。{nl}若是這個要塞被攻下，就會有許多無辜的人喪命。{nl}
QUEST_LV_0400_20190419_005059	可是…如今已經到極限了，大家都已疲憊不堪，剩餘的物資也開始見底。{nl}我們把這次當成是最後，拼命地不讓自己倒下去。{nl}
QUEST_LV_0400_20190419_005060	之後你就出現在此地了。{nl}可以扭轉一切危急狀況的你…來到了這裡。{nl}
QUEST_LV_0400_20190419_005061	我再次懇切地拜託你，你可以協助我們嗎？{nl}
QUEST_LV_0400_20190419_005062	為了扭轉這個局面，需要你以及與我們對峙的抵抗軍的幫助。{nl}你能幫我們嗎…？
QUEST_LV_0400_20190419_005063	謝謝你！哦哦，太感謝了！{nl}感謝拉伊瑪女神將你引導到這裡來。{nl}
QUEST_LV_0400_20190419_005064	那我來向你說明啟示者該做的事。{nl}
QUEST_LV_0400_20190419_005065	準備好之後請告訴我
QUEST_LV_0400_20190419_005066	我們要用最少的傷害帶來最大的效率。{nl}現在有許多團員感到疲憊痛苦。{nl}
QUEST_LV_0400_20190419_005067	為了扭轉這個局面，最重要的是請求抵抗軍的幫助，拿到物資補給跟增援。{nl}不過，防備即將到來的威脅也很重要。{nl}
QUEST_LV_0400_20190419_005068	我們守護在這裡的期間，襲擊了魔族，然後搶奪了他們的命令書，防備他們接踵而來的攻擊。{nl}由於我學過魔族的語言，所以我看得懂。{nl}
QUEST_LV_0400_20190419_005069	為了掌握攻擊的時機，那個襲擊的方式對我們來說很有效。{nl}所以這次，我們也打算先用這個方法。{nl}
