ITEM_20150317_000001	Empty_helmet
ITEM_20180827_019662	綠色書籤
ITEM_20180827_019663	在幻想圖書館解除暗號的綠色書籤，所有書籤都要放在正確位置才可以開啟前往下一個地區的傳點。
ITEM_20180827_019664	藍色書籤
ITEM_20180827_019665	在幻想圖書館解除暗號的藍色書籤，所有書籤都要放在正確位置才可以開啟前往下一個地區的傳點。
ITEM_20180827_019666	傳說的弓箭手和傳說的箭矢製造者的故事，無法讀取內文。
ITEM_20180827_019667	對訓練過的弓箭手來說，沒有看不見的目標！ 無法讀取內文。
ITEM_20180827_019668	利迪亞夏班傳給弟子們的道具相關教訓，無法讀取內文。
ITEM_20180827_019669	丟給利迪亞夏班的難題之她的應付方法，. 無法讀取內文。
ITEM_20180827_019670	為鎖鏈法師們所準備的必讀物，尋找所有自我的連接點吧！無法閱讀內容。
ITEM_20180827_019671	賢者大師在找的書，無法閱讀內容。
ITEM_20180827_019672	卡杜梅爾王國時代的盔甲相關研究書籍，無法閱讀內容。
ITEM_20181017_019673	1週年臂環
ITEM_20181017_019674	為紀念1週年而製作的臂環。
ITEM_20181017_019675	閃耀紫色隱形眼鏡
ITEM_20181017_019676	閃耀森林綠隱形眼鏡
ITEM_20181017_019677	琥珀交叉隱形眼鏡
ITEM_20181017_019678	藍色水滴隱形眼鏡
ITEM_20181017_019679	月兔頭盔套裝
ITEM_20181017_019680	這是具備毛茸茸的毛、讓人卸下心房的可愛臉孔、豎起的二個耳朵的月兔頭盔套裝。{nl}不能套用染色藥的顏色。
ITEM_20181017_019681	艾草松糕頭盔套裝
ITEM_20181017_019682	豐饒的中秋節艾草松糕。
ITEM_20181017_019683	威伊斯特隆茲巴伊德劍
ITEM_20181017_019684	- 打擊攻擊時以10%機率5秒間暴擊發生增加2倍
ITEM_20181017_019685	威伊斯特隆對於從過去回來的遺物沒有興趣，可是蓄積在他身體的強大魔力會吸引遺物，有些遺物甚至會和威伊斯特隆的身體融合。
ITEM_20181017_019686	亞西歐劍
ITEM_20181017_019687	{nl} {nl}銳利的刀刃{nl} - 用單手劍攻擊，暴擊發生時，10秒內暴擊攻擊力套用250增加的銳利的刀刃Buff{nl} {nl}- 在套用銳利的刀刃Buff狀態下，每當暴擊發生時，暴擊攻擊力追加提升80 {nl}(追加提升的暴擊攻擊力最大400)
ITEM_20181017_019688	此裝備在尼柯波爾利斯事故時從世上消失，但是亞西歐梅吉和奎普博學者分離回歸世上的時候，此裝備也一起回歸了。
ITEM_20181017_019689	威伊斯特隆茲巴伊德雙手劍
ITEM_20181017_019690	- 旋風斬維持期間移動速度增加
ITEM_20181017_019691	被威伊斯特隆吸引的過去遺物，和威伊斯特隆具有的魔力相互作用，無法知道就此賦予了什麼新的魔法。
ITEM_20181017_019692	亞西歐雙手劍
ITEM_20181017_019693	只有波貝依丁女王做不到，但是奎普博學者也很關心勢力擴張，時機一到他想僱用傭兵，認為給他們的武器必須要超過王國軍。
ITEM_20181017_019694	- 基本攻擊時以1%機率對敵人套用30秒對方魔法防禦力50%程度的魔法防禦力{img red_down_arrow 16 16}減少、物理防禦力{img green_up_arrow 16 16}增加效果 (對Boss怪物未套用)
ITEM_20181017_019695	亞西歐權杖
ITEM_20181017_019696	只限亞西歐梅吉本人，拿著這個武器時心情會變好，因為精神力提升的關係，感覺像是轉換心情用的玩具。
ITEM_20181017_019697	威伊斯特隆茲巴伊德權杖
ITEM_20181017_019698	據說很久很久以前，某個魔法師製作了一個非常大的鎖頭，然後製作了這個當作鑰匙，雖然做來當作鑰匙，但是據說更常用來當拐杖使用。
ITEM_20181017_019699	威伊斯特隆茲巴伊德弓
ITEM_20181017_019700	回歸的尼柯波爾利斯裝備，構造和模樣和消失時候的一模一樣，再說一次完全沒有老化的現象。
ITEM_20181017_019701	亞西歐弓
ITEM_20181017_019702	{nl} {nl}動物好友：兔子{nl} - 技能攻擊時以10%的機率召喚兔子。{nl} 兔子每5秒給2個Buff中的1個Buff。{nl} {nl} - 微笑兔：10秒內暴擊發生各增加20，3疊加時發動生氣兔 {nl} - 生氣兔：廣域攻擊比率增加2，兔子不再給予Buff。(持續時間15秒)
ITEM_20181017_019703	亞西歐梅吉正在進行他的分身奎普博學者所製造的裝備之改善研究，因此此裝備變得比一開始回歸我們世界時更好了。
ITEM_20181017_019704	威伊斯特隆茲巴伊德十字弓
ITEM_20181017_019705	重新再回到我們世界的尼柯波爾利斯裝備，像弓弦一樣脆弱是當然的，甚至連數百年前塗抹的油都還殘留著。
ITEM_20181017_019706	亞西歐十字弓
ITEM_20181017_019707	亞西歐梅吉討厭此裝備，理由是自己是實驗體當時，自己就是十字弓的靶子。
ITEM_20181017_019708	威伊斯特隆茲巴伊德鈍器
ITEM_20181017_019709	過去尼柯波爾利斯部份的魔法師內心對王國抱有敵意，表面上為了裝沒敵意，就以神聖力為基礎製作了武器，這裝備就是範例。
ITEM_20181017_019710	亞西歐鈍器
ITEM_20181017_019711	{nl} {nl}咒術人偶召喚{nl}  - 以單手鈍器攻擊時以10%機率召喚咒術人偶。(維持時間：5秒，最大可召喚數：1){nl} {nl}  - 攻擊破壞咒術人偶時，依咒術人偶體力比例，給予周圍傷害。{nl}  (咒術人偶體力：30,000 ~ 50,000)
ITEM_20181017_019712	只會讀書的部份學者不懂這個武器上明明沒有貓頭鷹為何要叫這個名字。
ITEM_20181017_019713	威伊斯特隆茲巴伊德雙手鈍器
ITEM_20181017_019714	某種魔法裝備，在威伊斯特隆的身體中對威伊斯特隆造成不好的影響。若不是如此，威伊斯特隆會比現在更強大。
ITEM_20181017_019715	亞西歐雙手鈍器
ITEM_20181017_019716	- 摧毀技能等級增加 {img green_up_arrow 16 16}2{nl}  - 神之粉碎技能等級增加 {img green_up_arrow 16 16}2
ITEM_20181017_019717	據說本來的製作意圖是因為製作了很多泥人種類的士兵，所以為了給他們這個武器，但是現在誰也不知道奎普博學者或是亞西歐梅吉有沒有過去的記憶。
ITEM_20181017_019718	威伊斯特隆茲巴伊德盾牌
ITEM_20181017_019719	- 最終格擋率 {img green_up_arrow 16 16}2%{nl}  -  以5%機率2階以下狀態異常扺抗
ITEM_20181017_019720	幸好威伊斯特隆用這個不會提升自身的防禦力，但是據說可以減輕發生在其它裝備上的痛苦。
ITEM_20181017_019721	亞西歐盾牌
ITEM_20181017_019722	- 最終格擋率 {img green_up_arrow 16 16}2%{nl} {nl} 亞西歐梅吉的注視{nl} - 挑釁對象數 {img green_up_arrow 16 16}1名
ITEM_20181017_019723	和其他亞西歐武器不同，這個是過去尼柯波爾利斯消失的時代流行過的盾牌。
ITEM_20181017_019724	威伊斯特隆茲巴伊德矛槍
ITEM_20181017_019725	像這樣包含魔法寶石的裝備，在威伊斯特隆的身體裡造成惡影響，真是不幸中的大幸。
ITEM_20181017_019726	亞西歐矛槍
ITEM_20181017_019727	魔法師所研制的槍模樣，奎普博學者沒有想過要大量供給給傭兵，所以不覺得模樣的有問題。
ITEM_20181017_019728	威伊斯特隆茲巴伊德長槍
ITEM_20181017_019729	吸引威伊斯特隆的裝備，有二種情況，物理性存在於身體內和沒有實體透過魔法持有，物理性情況，會一直刺擊威伊斯特隆。
ITEM_20181017_019730	亞西歐長槍
ITEM_20181017_019731	和裝備有關，亞西歐梅吉在幾個必須的部份沒有記憶，相反地奎普博學者很好奇自己為什麼會具有這種沒有用的記憶，所以亞西歐長槍的改良品沒有產出。
ITEM_20181017_019732	威伊斯特隆茲巴伊德匕首
ITEM_20181017_019733	{nl} {nl}黑白面具{nl}強化：從武器10強以上開始，每強化數值1，神聖屬性追加傷害增加30{nl} {nl}超越：每超越數值1，黑暗屬性追加傷害增加30{nl}(神聖屬性追加傷害、黑暗屬性追加傷害最大增加量：300)
ITEM_20181017_019734	據說此裝備踩著威伊斯特隆的血管，進入他的身體裡繞行，威伊斯特隆的血和血管和一般生物不同，具有魔法性質，但即使如此通過特定部份時還是會痛。
ITEM_20181017_019735	亞西歐匕首
ITEM_20181017_019736	- 隱身狀態時用短劍攻擊時傷害增加15%
ITEM_20181017_019737	此裝備是奎普博學者本來親自要使用，當然是用來暗殺波貝依丁女王和狄斯佩托，方法雖然不同，但是這三個魔法師都覬覦對方的後盾。
ITEM_20181017_019738	威伊斯特隆茲巴伊德法杖
ITEM_20181017_019739	此裝備在製造初期有三個部份常發生破裂，為了維持型體，提高耐久度，使用了許多魔力，多虧如此，現在和威伊斯特隆結合也不會破裂。
ITEM_20181017_019740	亞西歐法杖
ITEM_20181017_019741	和亞西歐權杖不同，亞西歐法杖會讓亞西歐梅吉的心情變得不好，因為智力上升會想到更多不愉快的記憶的關係。
ITEM_20181017_019742	威伊斯特隆茲巴伊德手槍
ITEM_20181017_019743	- 全金屬包覆彈技能等級 {img green_up_arrow 16 16} 2{nl}  - 後退射擊技能等級 {img green_up_arrow 16 16} 2
ITEM_20181017_019744	威伊斯特隆的棲息處因為神樹之日的關係生出了縫隙，不只是從過去越過的裝備，還吸引了各種現在的物品，因此不只這種槍，也有可能會出現舊鞋或是壞掉的椅子這種雜貨。
ITEM_20181017_019745	亞西歐手槍
ITEM_20181017_019746	{nl} {nl}目標設定{nl} - 手槍攻擊時，以20%機率對被攻擊的敵人賦予目標設定DeBuff。{nl} {nl} - 目標設定DeBuff疊加3次時，給予周圍的敵人10名5,000 ~ 7,000的傷害。{nl} {nl} - 周圍被施予目標設定DeBuff的對象每1名增加30%的傷害。(傷害最大增加700%)
ITEM_20181017_019747	亞西歐梅吉以此武器為傲，因為這是他回歸後一個人研制使用火藥的武器。
ITEM_20181017_019748	威伊斯特隆茲巴伊德細劍
ITEM_20181017_019749	砍擊力弱的這種裝備，很容易固定在威伊斯特隆的體內，站在威伊斯特隆的立場看來不太會給予痛苦的類型。
ITEM_20181017_019750	亞西歐細劍
ITEM_20181017_019751	- 銳劍姿態技能增加 {img green_up_arrow 16 16}2
ITEM_20181017_019752	此裝備本來的研發者是波貝依丁女王，但是現在由亞西歐梅吉改良中，波貝依丁女王很久之前就對武器製造失去關心了。
ITEM_20181017_019753	-大砲轟炸技能等級 {img green_up_arrow 16 16}1{nl}  - 連續砲擊技能等級{img green_up_arrow 16 16}1
ITEM_20181017_019754	威伊斯特隆茲巴伊德重砲
ITEM_20181017_019755	-扇射狀態攻擊時以10%機率給予和之前傷害相同的傷害。
ITEM_20181017_019756	改良成成現代化的裝備被威伊斯特隆吸收時，如果能在身體內發射幾發子彈那該多好。
ITEM_20181017_019757	亞西歐重砲
ITEM_20181017_019758	- 大砲轟炸技能等級{img green_up_arrow 16 16}2{nl}  - 攻城轟炸技能等級{img green_up_arrow 16 16}2
ITEM_20181017_019759	亞西歐梅吉從他的客體那裡得到很深的影響，這是魔法師特有過度的學習熱情所致，只是因為可以製作出來，就製作出自己完全用不到的武器。
ITEM_20181017_019760	威伊斯特隆茲巴伊德火槍
ITEM_20181017_019761	此裝備不是趁神樹之日產生的縫隙而進入到威伊斯特隆的現代裝備，看來是說要獵捕威伊斯特隆而進入的某位冒險家的遺物。
ITEM_20181017_019762	亞西歐火槍
ITEM_20181017_019763	知道他回歸的世界有很多鳥類變成怪物的亞西歐梅吉將此武器給了他們，並想建立自己的軍隊，想法和鳥一樣。
ITEM_20181017_019764	月兔套裝
ITEM_20181017_019765	可以變身成為有毛茸茸的毛、微凸的肚子、超級可愛的月兔的套裝，穿上外觀會改變。
ITEM_20181017_019766	暗行御使禮服(男)
ITEM_20181017_019767	暗行御使有特別活動時所穿的套裝，穿上外觀會改變。
ITEM_20181017_019768	暗行御使禮服(女)
ITEM_20181017_019769	狀元套裝(男)
ITEM_20181017_019770	狀元及第後，入宮時所穿的套裝，穿上外觀會改變。
ITEM_20181017_019771	狀元套裝(女)
ITEM_20181017_019772	黑御使長袍(男)
ITEM_20181017_019773	黑御使在執行秘密任務時所穿的套裝，穿上外觀會改變。
ITEM_20181017_019774	黑御使長袍(女)
ITEM_20181017_019775	棋盤雖然只是單純格紋，但是其實和守護國家的戰場沒有兩樣。{nl}活用西洋棋盤製作的帽子。
ITEM_20181017_019776	馬牌
ITEM_20181017_019777	仿照暗行御使信物-馬牌而製作的飾品，可以感受到成為暗行御使的心情。
ITEM_20181017_019778	斗笠
ITEM_20181017_019779	旅行時可以遮陽的機能性帽子。
ITEM_20181017_019780	黑笠
ITEM_20181017_019781	具有一定階級以上身份的人出入時所戴的帽子。
ITEM_20181017_019782	狼面具
ITEM_20181017_019783	馬牌盾牌
ITEM_20181017_019784	月兔重砲
ITEM_20181017_019785	重砲[外觀變更專用]
ITEM_20181017_019786	月兔法杖
ITEM_20181017_019787	雙色松糕權杖
ITEM_20181017_019788	一揮而就矛槍
ITEM_20181017_019789	單手槍[外觀變更專用]
ITEM_20181017_019790	一騎當千偃月刀
ITEM_20181017_019791	雙手槍[外觀變更專用]
ITEM_20181017_019792	擲柶棍鈍器
ITEM_20181017_019793	紅梅花十字弓
ITEM_20181017_019794	弩弓[外觀變更專用]
ITEM_20181017_019795	瓦頂匕首
ITEM_20181017_019796	短劍[外觀變更專用]
ITEM_20181017_019797	加油道具，碰碰碰。活動結束時道具統一刪除。
ITEM_20181017_019798	可以拿來挖土。活動結束時道具統一刪除。
ITEM_20181017_019799	啊！好像有發現甚麼了。活動結束時道具統一刪除。
ITEM_20181017_019800	對培養力氣很有幫助。活動結束時道具統一刪除。
ITEM_20181017_019801	突然砰的一聲爆發，心情會變好。活動結束時道具統一刪除。
ITEM_20181017_019802	用嘴吹奏後，會發出輕快的聲音，但是30秒使用一次。活動結束時道具統一刪除。
ITEM_20181017_019803	下雪了。活動結束時道具統一刪除。
ITEM_20181017_019804	想暫時休息一下。活動結束時道具統一刪除。
ITEM_20181017_019805	[活動]慶典用簡潔套裝(男)
ITEM_20181017_019806	歌謠慶典活動道具，穿上外觀會改變。
ITEM_20181017_019807	[活動]慶典用簡潔套裝(女)
ITEM_20181017_019808	月兔盾牌風箏
ITEM_20181017_019809	畫著可愛月兔的盾牌風箏。
ITEM_20181017_019810	圓圓的月兔
ITEM_20181017_019811	圓圓可愛的月兔臉孔氣球。
ITEM_20181017_019812	隨身包袱
ITEM_20181017_019813	背部套裝
ITEM_20181017_019814	只要有一雙草鞋和包袱去哪都可以。
ITEM_20181017_019815	承載真心的上疏文
ITEM_20181017_019816	為國為民的臣子們將充滿真心的上疏文呈給王上。
ITEM_20181017_019817	最機密的奏折
ITEM_20181017_019818	A stack of scrolls filled with top-secret reports from a royal envoy of the Kingdom.
ITEM_20181017_019819	搗藥月兔
ITEM_20181017_019820	裝備者跳躍時會看見月兔搗藥的特效。
ITEM_20181017_019821	暗行御使出動
ITEM_20181017_019822	如果是知道活用最新文物的暗行御使，會利用跳躍時所產生的暗行御使馬牌特效來證明自己身份。
ITEM_20181017_019823	飄落的櫻花
ITEM_20181017_019824	裝備時可以營造出羅曼蒂克的氣氛讓裝備者周圍產生飄落櫻花的特效。
ITEM_20181017_019825	GM的感謝禮盒
ITEM_20181017_019826	點擊滑鼠右鍵即可使用，使用時可以獲得道具及Buff。{nl}獎勵道具{nl} - 10TP[贈送用] x1{nl}獎勵Buff {nl} - 紅牛飲料(30分) {nl} - 移動速度增加 - 活動(30分) {nl} - 周圍HP恢復 - 活動(30分) {nl} - 周圍SP恢復 - 活動(30分)
ITEM_20181017_019827	GM的道歉禮盒
ITEM_20181017_019828	[Popo Shop] 血染的吸血鬼套裝選擇箱
ITEM_20181017_019829	點擊滑鼠右鍵即可開啟，開啟時可以選擇獲得血染的吸血鬼套裝(男) / 血染的吸血鬼套裝(女)中的1種。
ITEM_20181017_019830	補償用銀幣箱：1,000
ITEM_20181017_019831	使用時可獲得1,000銀幣。
ITEM_20181017_019832	補償用銀幣箱：10,000
ITEM_20181017_019833	使用時可獲得10,000銀幣。
ITEM_20181017_019834	出動
ITEM_20181017_019835	使用時可以獲得神秘轉蛋x10 + 1道具2個。
ITEM_20181017_019836	亞西歐梅吉的實驗室遠征隊魔方
ITEM_20181017_019837	靈魂碎片：亞西歐梅吉
ITEM_20181017_019838	收集50個靈魂碎片並使用，可以獲得製作書或是裝備成品，點擊滑鼠右鍵即可使用。
ITEM_20181017_019839	魔法實驗區域遠征隊魔方
ITEM_20181017_019840	靈魂碎片：威伊斯特隆
ITEM_20181017_019841	收集50個靈魂碎片並使用，可以獲得製作書或是裝備成品，點擊滑鼠右鍵即可使用。
ITEM_20181017_019842	亞西歐梅吉卡片
ITEM_20181017_019843	[欄位裝備效果] 暴擊發生 +[★ * 15]
ITEM_20181017_019844	威伊斯特隆卡片
ITEM_20181017_019845	[欄位裝備效果] 最大HP +[★ * 500]
ITEM_20181017_019846	據說具有觸碰就分解物品力量的神秘槌子，不知道神秘力量是否已耗盡，無法運作。
ITEM_20181017_019847	據說到處冒出的針吸收了周圍的魔力，現在對魔力沒有反應。
ITEM_20181017_019848	斑點小豬蛋
ITEM_20181017_019849	利用冒險日誌獎勵寵物交換劵可以獲得的斑點小豬蛋，點擊滑鼠右鍵即可使用，使用時寵物會自動登錄。{nl}該寵物就算沒有寵物騎乘技能也可以騎乘。
ITEM_20181017_019850	賢者大師正在尋找的書，可以閱讀。
ITEM_20181017_019851	放入豐富材料用心製作的松糕。製作過程雖然看起來有點特別，但美味可以保證。{nl}移動速度 +2、最大 HP +5000、最大 SP +5000，持續15分鐘。(活動結束時道具統一刪除。)
ITEM_20181017_019852	設置女神雕刻像，可在5分鐘內獲得女神祝福。{nl}活動結束時道具統一刪除。
ITEM_20181017_019853	使用於強化寶石時，使寶石的經驗值大幅提升。{nl} - 獲得寶石經驗值：14700{nl}活動結束時道具統一刪除。
ITEM_20181017_019854	使用時地下城和委託所任務可以追加進場1次。{nl}活動結束時道具統一刪除。
ITEM_20181017_019855	使用時地下城和委託所任務的入場次數會重置。{nl}活動結束時道具統一刪除。
ITEM_20181017_019856	需要關心的時候，請使用。活動結束時道具統一刪除。
ITEM_20181017_019857	點燃爆竹感受愉快心情吧。{nl}使用時60分內對組隊全員給予移動速度+2、經驗值增加50%的效果。
ITEM_20181017_019858	點擊滑鼠右鍵即可使用，15級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019859	點擊滑鼠右鍵即可使用，40級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019860	點擊滑鼠右鍵即可使用，50級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019861	點擊滑鼠右鍵即可使用，75級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019862	點擊滑鼠右鍵即可使用，85級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019863	點擊滑鼠右鍵即可使用，100級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019864	點擊滑鼠右鍵即可使用，120級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019865	點擊滑鼠右鍵即可使用，140級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019866	點擊滑鼠右鍵即可使用，170級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019867	點擊滑鼠右鍵即可使用，180級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019868	點擊滑鼠右鍵即可使用，200級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019869	點擊滑鼠右鍵即可使用，220級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019870	點擊滑鼠右鍵即可使用，230級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019871	點擊滑鼠右鍵即可使用，270級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019872	點擊滑鼠右鍵即可使用，300級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019873	點擊滑鼠右鍵即可使用，330級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019874	只有潛力為0的裝備才可以使用，就算失敗了裝備也不會被破壞。失敗時強化數值減少1，在+12強化以上失敗時，強化數值減少變成+10強化。右擊滑鼠使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019875	使用時受女神祝福的嫩芽會悄悄開花。{nl}活動結束時道具統一刪除。
ITEM_20181017_019876	點擊滑鼠右鍵即可使用，350級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019877	烏斯卡活動中送出的禮物稱號箱，活動結束時道具統一刪除。
ITEM_20181017_019878	點擊滑鼠右鍵即可使用，380級以上才可以使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019879	右點擊道具，輸入動作名稱，周邊範圍100以的的角色都會做相同動作。{nl}按[F8]可以確認動作名稱。{nl}但是，對沒有使用VIP的角色輸入VIP優惠動作時，不會做該動作。{nl}活動結束時道具統一刪除。
ITEM_20181017_019880	幫助升級的烏斯卡邀請函已到達。{nl}到柯拉佩達找烏斯卡，給他看邀請函。{nl}活動結束時道具統一刪除。
ITEM_20181017_019881	使用時會發送清單中您想要的裝備。{nl}活動結束時道具統一刪除。
ITEM_20181017_019882	稱號 - TOS 人氣研究員
ITEM_20181017_019883	賦予TOS 人氣研究員的稱號
ITEM_20181017_019884	稱號 - TOS 3期研究員
ITEM_20181017_019885	賦予TOS 3期研究員的稱號
ITEM_20181017_019886	[活動]彩虹粉
ITEM_20181017_019887	紀念完成各城市的跨越彩虹活動而給予的道具，透過活動佈告欄NPC，可以交換追加獎勵。{nl}活動結束時道具統一刪除。
ITEM_20181017_019888	慶典用簡潔套裝選擇箱
ITEM_20181017_019889	歌謠慶典活動道具，裝有慶典用簡潔套裝的箱子，點擊右鍵即可使用。{nl}活動結束時道具統一刪除。
ITEM_20181017_019890	慶典用玩具選擇箱
ITEM_20181017_019891	歌謠慶典活動道具，使用時會發送清單中您想要的玩具。{nl}活動結束時道具統一刪除。
ITEM_20181017_019892	稱號 - 享受慶典
ITEM_20181017_019893	歌謠慶典活動中送出的禮物稱號箱。
ITEM_20181017_019894	滿月碎片
ITEM_20181017_019895	滿月活動道具，轉交給NPC就可以參與活動。{nl}活動結束時道具統一刪除。
ITEM_20181017_019896	稱號 - 月兒月兒皎潔的月兒
ITEM_20181017_019897	滿月養成大作戰中送出的禮物稱號箱。
ITEM_20181017_019898	斑點小豬寵物交換劵
ITEM_20181017_019899	從冒險日誌獎勵獲得的斑點小豬寵物交換劵，用20張交換劵可以跟巴伊寶拉之翼交換斑點小豬寵物。
ITEM_20181017_019900	稀有附魔珠寶
ITEM_20181017_019901	[附魔珠寶]
ITEM_20181017_019902	稀有等級附魔珠寶，可以在武器/防具上賦予[附魔屬性]。
ITEM_20181017_019903	獨特附魔珠寶
ITEM_20181017_019904	獨特等級附魔珠寶，可以在武器/防具上賦予[附魔屬性]。
ITEM_20181017_019905	傳說附魔珠寶
ITEM_20181017_019906	傳說等級附魔珠寶，可以在武器/防具上賦予[附魔屬性]。
ITEM_20181017_019907	散落在幻象圖書館的女神記錄紙，，用未知的語言寫的內容無法閱讀。
ITEM_20181017_019908	奎波爾魯吉萊給的次元探索卷軸，使用時可以找到魔族進攻的次元縫隙。
ITEM_20181017_019909	女神巴伊寶拉和奎波爾們無法分類未識別的記錄紙，用未知的語言寫的內容無法閱讀。
ITEM_20181017_019910	出自破壞的守護水晶的碎片，奎波爾沙耶似乎是想收集此碎片復原守護水晶的樣子。
ITEM_20181017_019911	寫著某種算式的設計圖，從感到一股未知魔力看來，似乎只要有這張設計圖就能創造魔力。。
ITEM_20181017_019912	淨化扭曲次元的碎片，散發著絢麗的光芒。
ITEM_20181017_019913	充滿魔族魔力的核心，用於哪裡如何使用只有委託者奎波爾塔奴泰知道。
ITEM_20181017_019914	用魔族的魔力和次元精髓製造的水晶，用於維持守護的水晶。
ITEM_20181017_019915	記錄著有關魔神吉特涅的內容，記載著不明的語言和圖樣。
ITEM_20181017_019916	帶有藍色光芒的魔力源，用來補充普利西德崩壞裝置。
ITEM_20181017_019917	可開啟閉鎖次元的鑰匙，這把魔法之鑰能開啟無形的隱藏次元，將隱藏在其他次元中的事物牽引到現次元。
ITEM_20181017_019918	對沙碧雅斯森林的赤紅地鼠獸使用的寒氣彈。請登錄至快捷欄上使用。
ITEM_20181017_019919	可以確認網鬥士訓練和訓練體力的狀態，使用道具時更新至最新狀態。
ITEM_20181017_019920	皇家聖殿騎士委任狀
ITEM_20181017_019921	任命皇家聖殿騎士的委任狀
ITEM_20181017_019922	沛雷札晶球
ITEM_20181017_019923	此晶球可幫助通過亞西歐梅吉施法設置的結界。
ITEM_20181017_019924	石版上有圖樣，但是毀損嚴重看不出來，該道具只要脫離鐘乳洞就會消失。
ITEM_20181017_019925	分給抵抗軍部隊員的補給水桶。也許是因為雷歐納勒達斯事先舀好水的關係，水桶很沉重。
ITEM_20181017_019926	魔力燈
ITEM_20181017_019927	燈可以收集大氣中的魔力。
ITEM_20181026_019928	白狼套裝(男)
ITEM_20181026_019929	月圓之夜穿上此套裝，就能營造恐怖氣氛，穿上外觀會改變。
ITEM_20181026_019930	白狼套裝(女)
ITEM_20181026_019931	黑貓套裝(男)
ITEM_20181026_019932	萬聖節如果穿上此套裝，可以同時滿足帥氣和恐怖氣氛，穿上外觀會改變。
ITEM_20181026_019933	黑貓套裝(女)
ITEM_20181026_019934	萬聖節如果穿上此套裝，可以同時滿足美麗和恐怖氣氛，穿上外觀會改變。
ITEM_20181026_019935	蛛網套裝(男)
ITEM_20181026_019936	使用特殊加工法針對蜘蛛網進行加工製作而成的套裝，可以同時滿足可愛和恐怖氣氛的套裝。
ITEM_20181026_019937	蛛網套裝(女)
ITEM_20181026_019938	南瓜套裝(男)
ITEM_20181026_019939	萬聖節傑克南瓜燈套裝，若看見發出黃光的眼睛，會有種陰森的感覺。
ITEM_20181026_019940	南瓜套裝(女)
ITEM_20181026_019941	Wolf Mask
ITEM_20181026_019942	阿嗚嗚~！可怕的狼面具。Can be exchanged for medals at the Exchange Shop.
ITEM_20181026_019943	黑貓耳朵
ITEM_20181026_019944	萬聖節貓耳朵裝飾。
ITEM_20181026_019945	南瓜頭飾
ITEM_20181026_019946	將傑克南瓜燈形象化的南瓜頭飾。
ITEM_20181026_019947	紫色蝴蝶結魔女帽
ITEM_20181026_019948	魔女帽是師氣魔女和魔術師的象徵，帽沿打了紫色的蝴蝶結。{nl}Can be exchanged for medals at the Exchange Shop.
ITEM_20181026_019949	紅色蝴蝶結魔女帽
ITEM_20181026_019950	魔女帽是師氣魔女和魔術師的象徵，帽沿打了紅色的蝴蝶結。{nl}Can be exchanged for medals at the Exchange Shop.
ITEM_20181026_019951	拉花小兔
ITEM_20181026_019952	用咖啡拉花創作的兔子。
ITEM_20181026_019953	拉花小貓
ITEM_20181026_019954	用咖啡拉花創作的小貓。
ITEM_20181026_019955	拉花波波小獅王
ITEM_20181026_019956	用咖啡拉花創作的波波小獅王。
ITEM_20181026_019957	傑克南瓜燈雙手鈍器
ITEM_20181026_019958	外觀變更專用道具。{nl}有專用效果，效果就算強化大小也不會增加。{nl}利用該道具外觀變更時不會消耗材料和銀幣。
ITEM_20181026_019959	南瓜細劍
ITEM_20181026_019960	三重南瓜燈劍
ITEM_20181026_019961	恐怖電鋸雙手劍
ITEM_20181026_019962	外觀變更專用道具。{nl}有專用動畫和音效，音效在攻擊對象時播放。{nl}利用該道具外觀變更時不會消耗材料和銀幣。
ITEM_20181026_019963	傑克南瓜燈鈍器
ITEM_20181026_019964	魔女掃把法杖
ITEM_20181026_019965	蝙蝠弓
ITEM_20181026_019966	傑克南瓜燈矛槍
ITEM_20181026_019967	傑克南瓜燈長槍
ITEM_20181026_019968	南瓜匕首
ITEM_20181026_019969	貓咪手槍
ITEM_20181026_019970	外觀變更專用道具。{nl}有專用音效，{nl}利用該道具外觀變更時不會消耗材料和銀幣。
ITEM_20181026_019971	紅藥水針頭火槍
ITEM_20181026_019972	南瓜氣球
