QUEST_UNUSED_00000000_000000	UTF-8-DOM問題迴避用
QUEST_UNUSED_20151102_002640	This should be enough to make the scent.{nl}Hold on a minute.
QUEST_UNUSED_20151102_002641	Don't worry if you accidentally get a whiff of the herbs.{nl}I made sure it only affects ferrets.
QUEST_UNUSED_20151102_002642	Here's the scent.{nl}Let's see now... About the ferrets...{nl}
QUEST_UNUSED_20151102_002643	There are a few ferret hideouts around the Balais Highway and the Zelbe Shelter.{nl}That's probably where they're keeping the girl.{nl}
QUEST_UNUSED_20151102_002644	"""When you find the girl, throw the scent pouch I gave you.{nl}When the ferrets react to it, take the girl and come back!{nl}"""
QUEST_UNUSED_20151102_002645	Here...
QUEST_UNUSED_20151102_002646	"""I hope my words can reach you...{nl}I am Laima, goddess of destiny and premonition.{nl}"""
QUEST_UNUSED_20151102_002647	"""Before Medzio Diena, the goddesses lost much of their power.{nl}Because of this, Goddess Lada, unable to resist, was taken away by Demon Lord Zaura.{nl}"""
QUEST_UNUSED_20151102_002648	Zaura is using the life force of Goddess Lada to create an evil contraption called Kruvina.{nl}The same Kruvina to which countless lives were sacrificed in Castlefield.{nl}
QUEST_UNUSED_20151102_002649	"""The evil energy of Kruvina can make objects grow.{nl}Depending on how it is used, it can enhance the power of the demons, too.{nl}"""
QUEST_UNUSED_20151102_002650	"""By the time I had a vision of this horrible future, it was too late to do anything.{nl}That's why... I sent a young girl to meet you.{nl}"""
QUEST_UNUSED_20151102_002651	Only one person can free this forest from the calamity that fell upon it...{nl}A savior among the Revelators. You.{nl}
QUEST_UNUSED_20151102_002652	"""Take this orb...{nl}Goddess Lada is being held captive at the Seir Rainforest. Please, rescue her and stop the demons' plans..."""
QUEST_UNUSED_20151102_002653	"""An outsider...? Hm, you'll have to do.{nl}Hey, um... will you give me a hand?{nl}"""
QUEST_UNUSED_20151102_002654	I'm trying to figure out why the ferrets are siding with the demons.{nl}So I found a way to turn into one and talk to them.{nl}
QUEST_UNUSED_20151102_002655	"""Thing is, they've seen me too many times already.{nl}Even when I turn into a ferret, they recognize my smell and start attacking me.{nl}"""
QUEST_UNUSED_20151102_002656	"""If that's okay with you, will you turn into a ferret and snoop around for me?{nl}"""
QUEST_UNUSED_20151102_002657	I'm going to make a transformation scroll from the information we collect.{nl}Write everything down. You can't act too awkward as a ferret.
QUEST_UNUSED_20151102_002658	Your observations are pretty detailed.{nl}You should be ready to transform now. Hold on.
QUEST_UNUSED_20151102_002659	Here you go.{nl}The transformation scroll is ready.{nl}
QUEST_UNUSED_20151102_002660	From your observations I don't think you'll be awkward at all.{nl}I trust that you'll be comfortable talking to the ferrets.{nl}
QUEST_UNUSED_20151102_002661	See if you can find out why the ferrets are siding with the demons.{nl}Don't forget to turn into a ferret first with the scroll.
QUEST_UNUSED_20151102_002662	"""If the scroll wears out in front of the ferrets they'll come at you, so be careful."""
QUEST_UNUSED_20151102_002663	Hm? So what you're saying is...{nl}The ferrets are helping the demons on purpose?{nl}
QUEST_UNUSED_20151102_002664	How does...{nl}I can't believe it!
QUEST_UNUSED_20151102_002665	"""Did the ferrets really say that?{nl}I know you have no reason to lie, but still...{nl}"""
QUEST_UNUSED_20151102_002666	"""I really can't believe it, though.{nl}The ferrets have always been nothing but friendly.{nl}"""
QUEST_UNUSED_20151102_002667	I need to see if they at least still feel some compassion to humans.{nl}I'll try and enchant a piece of wood to look like someone injured.{nl}
QUEST_UNUSED_20151102_002668	The wood is going to look like someone who's hurt to whoever looks at it.{nl}Place it close to the ferrets and see if they attack.
QUEST_UNUSED_20151102_002669	"""Will they attack someone if they're injured? {nl}Nah... If they do, it's even more serious than I thought..."""
QUEST_UNUSED_20151102_002670	They really attacked the piece of wood?{nl}That's a bad sign. It means they're attacking anyone and everyone...
QUEST_UNUSED_20151102_002671	"""There's no doubt after this experiment.{nl}The ferrets are very, very dangerous now.{nl}"""
QUEST_UNUSED_20151102_002672	"""Still, there's no way I can fight all those ferrets.{nl}The most I can do is chase away the ones closest to the village.{nl}"""
QUEST_UNUSED_20151102_002673	"""There's a type of strong scent that ferrets hate.{nl}If we make a fire and burn this scent, that should keep the ferrets away.{nl}"""
QUEST_UNUSED_20151102_002674	"""Would you spread the scent around the Bellai Forest Workshop?{nl}It smells a bit... foul, but please do me this favor."""
QUEST_UNUSED_20151102_002675	I should make more of the scent.{nl}In case the effect wears out.
QUEST_UNUSED_20151102_002676	Thanks.{nl}I don't think the ferrets are going to go near the workshop now.{nl}
QUEST_UNUSED_20151102_002677	It makes me mad to think the ferrets are using the scent thanks to the demons' dirty tricks.{nl}I should talk to Widas when I go back.{nl}
QUEST_UNUSED_20151102_002678	But I still think there has to be a way to make the ferrets go back to normal.{nl}R-right...?
QUEST_UNUSED_20151102_002679	You...{nl}You've finally saved me.{nl}
QUEST_UNUSED_20151102_002680	When Laima entrusted this forest to me...{nl}She said it would be consumed by a wave of calamity.{nl}
QUEST_UNUSED_20151102_002681	"""And, she said, after the wave has washed away, I would meet you.{nl}The one holding the light of salvation...{nl}"""
QUEST_UNUSED_20151102_002682	"""You are the one, the Revelator who will save our world...{nl}I have hope that it will be you now."""
QUEST_UNUSED_20151102_002683	The reason behind the red water flowing in this forest and the contaminated crops...{nl}The plan to grow a giant bracken and spread the death spores...{nl}
QUEST_UNUSED_20151102_002684	All of that was possible because of the Kruvina.{nl}But their schemes didn't end there.{nl}
QUEST_UNUSED_20151102_002685	"""After the experiment yielded good results, the demons wanted to create a Kruvina that was even more powerful.{nl}"""
QUEST_UNUSED_20151102_002686	Their plan was to use not human lives...{nl}But mine. The life force of a goddess.{nl}
QUEST_UNUSED_20151102_002687	There cannot be a weapon like the Kruvina in our world.{nl}Only you can destroy the Kruvina and stop the demons' plans. {nl}
QUEST_UNUSED_20151102_002688	Demon Lord Zaura is gravely injured; now is your chance!
QUEST_UNUSED_20151102_002689	The Kruvina may be unfinished...{nl}But the fact that it uses my life force means it cannot be destroyed by human powers.{nl}
QUEST_UNUSED_20151102_002690	There is only one way...{nl}I need to impart my power on the orb Laima gave you...{nl}
QUEST_UNUSED_20151102_002691	"""Alas, most of my power was stolen from me during Medzio Diena, and what was left of it is with the Kruvina device.{nl}If only that power is released... I can use it to help you."""
QUEST_UNUSED_20151102_002692	"""You did well.{nl}With the production stopped, the Kruvina cannot be completed."""
QUEST_UNUSED_20151102_002693	"""Even an unfinished Kruvina is too dangerous for this world, however...{nl}It needs to be destroyed before the demons make use of it.{nl}"""
QUEST_UNUSED_20151102_002694	"""Whatever little power I have recovered, I will entrust it unto you.{nl}You have one chance... Please, destroy the Kruvina."""
QUEST_UNUSED_20151102_002695	"""Before transforming into a ferret, you need to study their behavior.{nl}They're going to know something's up if you act weird.{nl}"""
QUEST_UNUSED_20151102_002696	I'm going to give you an empty scroll so you can take notes on the ferrets.{nl}After that you can transform.
QUEST_UNUSED_20151102_002697	Demon Lord Zaura will never stand for this.{nl}May you be blessed in the name of the goddesses.
QUEST_UNUSED_20151102_002698	"""The Kruvina... is in the hands of the demons.{nl}I'm glad you, savior, were able to return in safety.{nl}"""
QUEST_UNUSED_20151102_002699	Don't blame yourself.{nl}This is not your fault.
QUEST_UNUSED_20151102_002700	"""If you handn't stopped the demons' plans, they would have completed the Kruvina.{nl}I believe Laima will be aware of this, too.{nl}"""
QUEST_UNUSED_20151102_002701	That feat alone was immensely important for us.{nl}No one can blame you...
QUEST_UNUSED_20151102_002702	"""Laima...{nl}How despairing it must have been for her, knowing she was powerless to change what would happen.{nl}"""
QUEST_UNUSED_20151102_002703	I imagine that's why she took it upon herself and drifted away.{nl}To find a solution for this calamity... she had no choice but to walk a lonely path.{nl}
QUEST_UNUSED_20151102_002704	Oh...!{nl}I just heard Laima's voice.{nl}She was calling out for you...{nl}
QUEST_UNUSED_20151102_002705	I think it's Laima's statue in Zeraha.{nl}You should go there.
QUEST_UNUSED_20151102_002706	"""Her voice was calling out for you, yearning.{nl}Hurry and go to the statue of Goddess Laima in Zeraha."""
QUEST_UNUSED_20151102_002707	Laima...{nl}
QUEST_UNUSED_20151102_002708	"""She gave me a sad smile and walked away.{nl}She knew what would happen... And yet, she made a difficult choice...{nl}"""
QUEST_UNUSED_20151102_002709	"""Seeing you now, I can try to understand the reason behind her choice.{nl}The meaning of a savior... what she saw at the end of this catastrophe.{nl}"""
QUEST_UNUSED_20151102_002710	You said Laima asked you to find the revelations.{nl}The one closest from here will be in Fedimian.{nl}
QUEST_UNUSED_20151102_002711	"""I understand the weight of this task, but we must act now.{nl}It has to be you... No one but you can save Laima.{nl}"""
QUEST_UNUSED_20151102_002712	I will pass onto you the power of Laima's orb.{nl}Let it guide you to the revelation she has hidden.{nl}
QUEST_UNUSED_20151102_002713	"""Please, save Laima...{nl}Rescue her from the hands of Giltine..."""
QUEST_UNUSED_20151102_002714	"""You were brought here by destiny!{nl}Thank you, thank you for rescuing Goddess Lada.{nl}"""
QUEST_UNUSED_20151102_002715	"""Someday I'm going to rebuild a temple for Goddess Lada and Goddess Laima, when they return.{nl}"""
QUEST_UNUSED_20151102_002716	But the demons will not give up.{nl}And Lada's condition itself is still unstable.{nl}
QUEST_UNUSED_20151102_002717	"""We would like to chase away the demons left around here, would you help?{nl}"""
QUEST_UNUSED_20151102_002718	Goddess Lada is still not feeling well.{nl}We'll look after Her now.
QUEST_UNUSED_20151102_002719	Thank you.{nl}There are a lot less demons around now.
QUEST_UNUSED_20151102_002720	Now we need to purify the land contaminated by evil energy.{nl}But I don't know how.{nl}
QUEST_UNUSED_20151102_002721	"""This wasn't even the work of demons, but a human...{nl}Widas can't seem to find a solution right away, either.{nl}"""
QUEST_UNUSED_20151102_002722	Not far from here there's a big city called Fedimian.{nl}I wonder if there is a master there who could come up with something.{nl}
QUEST_UNUSED_20151102_002723	"""Of course I would go there myself but...{nl}We're short-handed as it is here, I don't think it would be right for me to leave.{nl}"""
QUEST_UNUSED_20151102_002724	"""If you can, I would like you to go to Fedimian and ask the masters there for advice."""
QUEST_UNUSED_20151102_002725	"""So the land was contaminated not by demons, but a human...{nl}With the world as it is, who would have thought...?{nl}"""
QUEST_UNUSED_20151102_002726	I have a solution. I'm going to write you a purification scroll.{nl}That should be enough to solve the problem.
QUEST_UNUSED_20151102_002727	One of the masters in Fedimian should be able to help us!{nl}I hope so...
QUEST_UNUSED_20151102_002728	You're back already.{nl}Did... you find a master to help us?{nl}
QUEST_UNUSED_20151102_002729	The Druid Master wrote this scroll herself? {nl}That's even better than I expected. Thank you!
QUEST_UNUSED_20151102_002730	I found the source of the contamination.{nl}The demons set up another totem.{nl}
QUEST_UNUSED_20151102_002731	"""This purification scroll should do it but...{nl}With the demons guarding it, I can't get close enough to the totem.{nl}"""
QUEST_UNUSED_20151102_002732	Will you destroy the demon totem and purify it with the scroll?
QUEST_UNUSED_20151102_002733	"""I can't understand why someone would side with the demons...{nl}How powerful is their evil energy, that even ferrets can't handle it?"""
QUEST_UNUSED_20151102_002734	"""Revelator, your help has given us new hope. {nl}We couldn't have solved this without you...{nl}"""
QUEST_UNUSED_20151102_002735	"""After the new temple is completed, feel free to come by again, Revelator!"""
QUEST_UNUSED_20151102_002736	"""Our people feel safe now that everything's come to an end...{nl}You really are our savior. Thank you, thank you!{nl}"""
QUEST_UNUSED_20151102_002737	"""Our people are going to join forces and build a temple for the goddesses now.{nl}By the way, I was looking around the Irbedi Cliff for a spot to build the temple and I found a place with a strong vital force."""
QUEST_UNUSED_20151102_002738	"""I couldn't do much more because of the demons...{nl}But the energy of that land, I'm sure it'll help Goddess Lada recover Hers.{nl}"""
QUEST_UNUSED_20151102_002739	So I want to ask you.{nl}They say this seed grows a flower that takes on whatever properties of the land where it's planted.
QUEST_UNUSED_20151102_002740	"""If we plant it on that land, the flower too will have the same life force.{nl}Will you bring that flower to Goddess Lada?"""
QUEST_UNUSED_20151102_002741	I have never felt a force so powerful.{nl}I only hope this flower can heal the wounds in Goddess Lada's body and spirit...
QUEST_UNUSED_20151102_002742	"""Even if it happened in accordance with Laima's prophecy, I have fallen and left the townspeople helpless and worried..{nl}My gratitude cannot be expressed through mere words..."""
QUEST_UNUSED_20151102_002743	"""And this flower is filled with great life force...{nl}My recovery won't take long with this. Again, thank you...{nl}"""
QUEST_UNUSED_20151102_002744	Thank you.{nl}May you be blessed by all the living beings in this forest...
QUEST_UNUSED_20151102_002745	If only I can escape the Redemption Ward... I can get my energy back.{nl}Please hurry...
QUEST_UNUSED_20151102_002746	The Kruvina is still being produced.{nl}You need to hurry...
QUEST_UNUSED_20151102_002747	Please lend me just a little more of your strength.{nl}Only you can do this.
QUEST_UNUSED_20151102_002748	"""A human sided with the demons...{nl}With the world as it is, who would have thought...?"""
QUEST_UNUSED_20151102_002749	I... feel my conscience fading away...{nl}Hurry and destroy the three devices... before the Kruvina is completed.{nl}
QUEST_UNUSED_20151102_002750	"""Fortunately, should I say... those devices were made by a human...{nl}Your abilities should be enough to destroy them.{nl}"""
QUEST_UNUSED_20151102_002751	"""The Redemption Ward first...{nl}Please, before I lose my senses..."""
QUEST_UNUSED_20151102_002752	You... destroyed the Redemption Ward.{nl}I'm fine. I'm just a little dizzy.
QUEST_UNUSED_20151102_002753	"""Now only the vitality absorption device and the suppressor are left.{nl}If you destroy the vitality absorption device, you'll stop the production of the Kruvina.{nl}"""
QUEST_UNUSED_20151102_002754	The device was made to absorb only the vitality of the goddesses...{nl}If it absorbs that of another being it will shut down.{nl}
QUEST_UNUSED_20151102_002755	"""Demon blood, especially, is opposite to my nature, and it will cause an ever stronger reaction on the device."""
QUEST_UNUSED_20151102_002756	You really are Laima's chosen one...{nl}I feel like I'm regaining my energy a little now.
QUEST_UNUSED_20151102_002757	"""Finally, the Kruvina suppressor.{nl}That's the device that collects my vitality and supplies it to the Kruvina.{nl}"""
QUEST_UNUSED_20151102_002758	That much is operated by the demons' magic power alone.{nl}Use Laima's orb to overload the device.
QUEST_UNUSED_20151102_002759	"""Fedimian is a really big city.{nl}Especially because it's close to the Great Cathedral, it's a common destination for pilgrims.{nl}"""
QUEST_UNUSED_20151102_002760	"""Fedimian, too, was afected by Medzio Diena...{nl}But even though the business district was destroyed, a surprising number of people survived.{nl}"""
QUEST_UNUSED_20151102_002761	People there think it was because Fedimian is in the divine area where the the great statue of Goddess Austeja is.{nl}Now they're hard at work to rebuild the city.
QUEST_UNUSED_20151102_002762	"""Go down at the Kraijwi Crossings and you should see Fedimian.{nl}Alright then, I look forward to hear good news from you!"""
QUEST_UNUSED_20151102_002763	I'm very glad to hear that.{nl}The totems are close to the Inega Vacant Lot and in the Odur Backyard.
QUEST_UNUSED_20151102_002764	The girl disappeared with the light.
QUEST_UNUSED_20151102_002765	Elder Eloizard
QUEST_UNUSED_20151102_002766	"""You must quite talented, coming all the way over here.{nl}I'm the chief of a village downstream from this lake."""
QUEST_UNUSED_20151102_002767	"""We came up here to try and find out why the lake turned red.{nl}I looked around for a while but as I was about to go back I got my path blocked by monsters.{nl}If that's all right, will you give me a hand?"""
QUEST_UNUSED_20151102_002768	Please.{nl}I just need you to clear out some monsters around here.
QUEST_UNUSED_20151102_002769	Samsonas
QUEST_UNUSED_20151102_002770	You're the traveler?{nl}I'm going to pray to the goddesses to make the lake clean again. {nl}Before the lake was contaminated I once saw people make offerings to an obelisk around here.
QUEST_UNUSED_20151102_002771	You're the traveler?{nl}I'm going to pray to the goddesses to make the lake clean again. {nl}Before the lake was contaminated I once saw people make offerings to an obelisk around here.
QUEST_UNUSED_20151102_002772	Please do me this favor.
QUEST_UNUSED_20151102_002773	You got it! Thank you for your help.
QUEST_UNUSED_20151102_002774	Nikodemas
QUEST_UNUSED_20151102_002775	"""You wouldn't happen to have seen a young man around here?{nl}He said he was just going somewhere but hasn't been back since.{nl}Someone saw him head to the Absenta Reservoir.{nl}If you're going that way, would you look for him?"""
QUEST_UNUSED_20151102_002776	"""It'll be okay, I hope..."""
QUEST_UNUSED_20151102_002777	Isolated Youth
QUEST_UNUSED_20151102_002778	"""Thank you.{nl}I was being chased by that huge monster and had to hide here, but it wouldn't move, so I was stuck.{nl}You saved me."""
QUEST_UNUSED_20151102_002779	Is everything all right with him?
QUEST_UNUSED_20151102_002780	Scalvis
QUEST_UNUSED_20151102_002781	So you're the traveler who helped our chief. {nl}After the lake was contaminated there's more monsters around and we're afraid they'll hurt someone.{nl}Will you clear out some around here?
QUEST_UNUSED_20151102_002782	Hopefully we won't run into trouble before we go back to the village.
QUEST_UNUSED_20151102_002783	Thank you for your help.{nl}I hope we can all return safely.
QUEST_UNUSED_20151102_002784	The contaminated lake is a big problem.{nl}We really need to hurry and find a solution...
QUEST_UNUSED_20151102_002785	"""Lately there's a lot more monsters around, this area is dangerous now."""
QUEST_UNUSED_20151102_002786	We came up all together but it's too dangerous here.
QUEST_UNUSED_20151102_002787	Thanks to you I was able to come back to my people.{nl}Thank you.
QUEST_UNUSED_20151102_002788	Hm...?{nl}Why is the ground shaking?
QUEST_UNUSED_20151102_002789	"""I should go, something could have happened to the villagers.{nl}I apologize if I'm being a little shameless, but would you help us some more?"""
QUEST_UNUSED_20151102_002790	Where?
QUEST_UNUSED_20151102_002791	That has nothing to do with me
QUEST_UNUSED_20151102_002792	I'll help you find your colleagues
QUEST_UNUSED_20151102_002793	Let's go back to Rose
QUEST_UNUSED_20151102_002794	What are the symptoms?
QUEST_UNUSED_20151102_002795	Tell the Cleric Submaster about Herbalist Tales' symptoms
QUEST_UNUSED_20151102_002796	Giving the medicine to Herbalist Tales
QUEST_UNUSED_20151102_002797	Keep looking
QUEST_UNUSED_20151102_002798	I'll talk to the village resident
QUEST_UNUSED_20151102_002799	We should hurry
QUEST_UNUSED_20151102_002800	I'll find the XX essence
QUEST_UNUSED_20151102_002801	Let's do it later
QUEST_UNUSED_20151102_002802	I'll help you
QUEST_UNUSED_20151102_002803	I can't help her
QUEST_UNUSED_20151102_002804	I'll check whether I have a recovery potion
QUEST_UNUSED_20151102_002805	I'll give you one later
QUEST_UNUSED_20151102_002806	I'll defeat the demons around here
QUEST_UNUSED_20151102_002807	"""I ought to run away, then"""
QUEST_UNUSED_20151102_002808	I'll find their belongings
QUEST_UNUSED_20151102_002809	You find them yourself
QUEST_UNUSED_20151102_002810	I'll look for them later
QUEST_UNUSED_20151102_002811	I'll go into the room
QUEST_UNUSED_20151102_002812	I'll switch off the confinement device
QUEST_UNUSED_20151102_002813	Ask someone else for help
QUEST_UNUSED_20151102_002814	I'll go find your backpack
QUEST_UNUSED_20151102_002815	I'll find it myself
QUEST_UNUSED_20151102_002816	I'll head to the experiment site
QUEST_UNUSED_20151102_002817	I'll go later
QUEST_UNUSED_20151102_002818	I'll get back the holy relic
QUEST_UNUSED_20151102_002819	I'll set up the holy relic
QUEST_UNUSED_20151102_002820	I'll set it up myself
QUEST_UNUSED_20151102_002821	I'll try
QUEST_UNUSED_20151102_002822	I'm not doing that
QUEST_UNUSED_20151102_002823	I'll gather some
QUEST_UNUSED_20151102_002824	I'll remove the crystal
QUEST_UNUSED_20151102_002825	I'll rescue Rose
QUEST_UNUSED_20151102_002826	I'll go see the Wizard Submaster
QUEST_UNUSED_20151102_002827	I'll go later
QUEST_UNUSED_20151102_002828	Talking about Rose and her brother
QUEST_UNUSED_20151102_002829	I'll get the demon essence for you
QUEST_UNUSED_20151102_002830	I'll get it later
QUEST_UNUSED_20151102_002831	I'll set it up
QUEST_UNUSED_20151102_002832	I'll set it up later
QUEST_UNUSED_20151102_002833	I'll find the experiment journal
QUEST_UNUSED_20151102_002834	I'll shut down the device
QUEST_UNUSED_20151102_002835	Let Edmundas do it
QUEST_UNUSED_20151102_002836	The Demons' Goals
QUEST_UNUSED_20151102_002837	Are you all right?
QUEST_UNUSED_20151102_002838	"""Gotta go, sorry"""
QUEST_UNUSED_20151102_002839	Find Mayor Romanas (1)
QUEST_UNUSED_20151102_002840	Find Mayor Romanas (2)
QUEST_UNUSED_20151102_002841	Be careful
QUEST_UNUSED_20151102_002842	There's no need to hurry
QUEST_UNUSED_20151102_002843	Find Mayor Romanas (3)
QUEST_UNUSED_20151102_002844	Find Mayor Romanas (4)
QUEST_UNUSED_20151102_002845	I'll wait
QUEST_UNUSED_20151102_002846	Follow the green arrow to enter Orsha
QUEST_UNUSED_20151102_002847	Worship the Statue of Goddess Ausrine in the Central Plaza!
QUEST_UNUSED_20151102_002848	Find the Item Merchant
QUEST_UNUSED_20151102_002849	Find the Accessory Merchant
QUEST_UNUSED_20151102_002850	Inesa Hamondale is looking for you
QUEST_UNUSED_20151102_002851	Talking
QUEST_UNUSED_20151102_002852	Just tell me where to go
QUEST_UNUSED_20151102_002853	"""If it's too complicated, I'll pass"""
QUEST_UNUSED_20151102_002854	They're in perfect condition
QUEST_UNUSED_20151102_002855	Their condition doesn't look so good
QUEST_UNUSED_20151102_002856	I'll repair the Goddess Statues.
QUEST_UNUSED_20151102_002857	Stop the New Plot
QUEST_UNUSED_20151102_002858	Investigate the Magically Imbued Objects
QUEST_UNUSED_20151102_002859	All For a Bigger Blow
QUEST_UNUSED_20151102_002860	Starting in the Area
QUEST_UNUSED_20151102_002861	Destroy the Magic Circle Generating Device
QUEST_UNUSED_20151102_002862	Preparations Complete
QUEST_UNUSED_20151102_002863	Evidence in Ruins
QUEST_UNUSED_20151102_002864	For Those Who Remember Them
QUEST_UNUSED_20151102_002865	Be Considerate to the Next Person
QUEST_UNUSED_20151102_002866	Reutilizing Resources
QUEST_UNUSED_20151102_002867	Unfortunate Distrust
QUEST_UNUSED_20151102_002868	Fast Return
QUEST_UNUSED_20151102_002869	The Investigation Continues
QUEST_UNUSED_20151102_002870	Rash Judgement
QUEST_UNUSED_20151102_002871	Device Blocking Operation
QUEST_UNUSED_20151102_002872	First Steps to Camp Defense
QUEST_UNUSED_20151102_002873	Eat or Be Eaten
QUEST_UNUSED_20151102_002874	Playing With Poison
QUEST_UNUSED_20151102_002875	First Aid Supplies
QUEST_UNUSED_20151102_002876	Paustas Tracking Operation (1)
QUEST_UNUSED_20151102_002877	Paustas Tracking Operation (2)
QUEST_UNUSED_20151102_002878	Set The Trap
QUEST_UNUSED_20151102_002879	Swap the Spirit
QUEST_UNUSED_20151102_002880	The Path to Him
QUEST_UNUSED_20151102_002881	Unexpected Side Effects
QUEST_UNUSED_20151102_002882	This Is Just The Beginning
QUEST_UNUSED_20151102_002883	So It May Never Be Repeated
QUEST_UNUSED_20151102_002884	Corners Well Polished
QUEST_UNUSED_20151102_002885	Finding Clues to the Plot
QUEST_UNUSED_20151102_002886	Thorough Procedure
QUEST_UNUSED_20151102_002887	Now I can finally rest...
QUEST_UNUSED_20151102_002888	I'll go; what do the herbs look like?
QUEST_UNUSED_20151102_002889	Stay quiet
QUEST_UNUSED_20151102_002890	I'll destroy the totems
QUEST_UNUSED_20151102_002891	I'll refuse
QUEST_UNUSED_20151102_002892	That's a bit too much
QUEST_UNUSED_20151102_002893	Retrieving the red water
QUEST_UNUSED_20151102_002894	I'll go immediately
QUEST_UNUSED_20151102_002895	I don't think that'll be necessary
QUEST_UNUSED_20151102_002896	I'll do it right away
QUEST_UNUSED_20151102_002897	Let's have a look at the girl's sapling
QUEST_UNUSED_20151102_002898	Let's wait and see what happens
QUEST_UNUSED_20151102_002899	I'm afraid I can't help you now
QUEST_UNUSED_20151102_002900	Let me organize my thoughts
QUEST_UNUSED_20151102_002901	I'll try and destroy it
QUEST_UNUSED_20151102_002902	I'll go right away
QUEST_UNUSED_20151102_002903	Let's wait for a while
QUEST_UNUSED_20151102_002904	I think that's going to be difficult
QUEST_UNUSED_20151102_002905	One-Way Street
QUEST_UNUSED_20151102_002906	I have no reason to go there
QUEST_UNUSED_20151102_002907	Accident Prevention
QUEST_UNUSED_20151102_002908	Got it
QUEST_UNUSED_20151102_002909	法師大師似乎對於附近被怪物盤據卻沒有任何人要出面的情況感到相當不滿。請前往夏奧雷伊東邊森林消滅鋼鐵巴溫。
QUEST_UNUSED_20151102_002910	Set Up the Namotts of Purification in Canyon Area 36_1
QUEST_UNUSED_20151102_002911	"""The Oracle Master says evil energy is becoming stronger and interfering with her powers. Go to Canyon Area 36_1, where evil energy is at its strongest, and set up the Namotts of Purification."""
QUEST_UNUSED_20151102_002912	You have set up all Namotts of Purification. Return to the Oracle Master.
QUEST_UNUSED_20151102_002913	Writings have started to appear on the pillar. Move closer to read them.
QUEST_UNUSED_20151102_002914	Collect Green Infroholder Eggs
QUEST_UNUSED_20151102_002915	"""To find out where the revelations are, you need to speak to the unruly Ruklys era spirits, which is no easy task. Collect Green Infroholder Eggs to make a token of restraint."""
QUEST_UNUSED_20151102_002916	You've collected the Green Infroholder Eggs. Bring them to the Old Manager.
QUEST_UNUSED_20151102_002917	Help restore Laswi's Stamina
QUEST_UNUSED_20151102_002918	"""Rose wants to use Laswi to find the merchants scattered around the area. However, Laswi is not in good condition. Give Laswi a stamina recovery potion."""
QUEST_UNUSED_20151102_002919	Talk to the XX Village Resident
QUEST_UNUSED_20151102_002920	Talk to Rose.
QUEST_UNUSED_20151102_002921	Destroy the devices attached to the Monk
QUEST_UNUSED_20151102_002922	Talk to Monk Goss
QUEST_UNUSED_20151102_002923	Talk to Monk Goss
QUEST_UNUSED_20151102_002924	Obtain XX Essence
QUEST_UNUSED_20151102_002925	"""To disable the magic circle installed on the warehouse door, you have to prove that you are a demon."""
QUEST_UNUSED_20151102_002926	Defeat XX to obtain %s
QUEST_UNUSED_20151102_002927	Talk to Monk Goss
QUEST_UNUSED_20151102_002928	Protect Monk Goss and Rose
QUEST_UNUSED_20151102_002929	Protect Monk Guss while he opens the warehouse gate.
QUEST_UNUSED_20151102_002930	Help the Villagers escape to safety
QUEST_UNUSED_20151102_002931	Help the village residents escape to safety.
QUEST_UNUSED_20151102_002932	Talk to the Experiment Victim (1)
QUEST_UNUSED_20151102_002933	Talk to the experiment victim (1).
QUEST_UNUSED_20151102_002934	Give the Experiment Victim a Recovery Potion
QUEST_UNUSED_20151102_002935	The experiment victim's health is in poor condition after the demon experiments. Help them with a stamina recovery potion.
QUEST_UNUSED_20151102_002936	Defeat demons nearby
QUEST_UNUSED_20151102_002937	Defeat the demons nearby to allow the experiment victim (1) to escape the monastery.
QUEST_UNUSED_20151102_002938	Defeat demons nearby
QUEST_UNUSED_20151102_002939	Talk to Experiment Victim (2)
QUEST_UNUSED_20151102_002940	Talk to Experiment Victim (2)
QUEST_UNUSED_20151102_002941	Find the Experiment Victim's (2) Family and Friends' Belongings
QUEST_UNUSED_20151102_002942	The experiment victim (2) wants to get back their family and friends' belongings for their funeral. Find their belongings.
QUEST_UNUSED_20151102_002943	Find Edmundas
QUEST_UNUSED_20151102_002944	Find Edmundas in zone 64_2 of the monastery.
QUEST_UNUSED_20151102_002945	Rescue Edmundas
QUEST_UNUSED_20151102_002946	Find and destroy the contraptions making Edmundas suffer.
QUEST_UNUSED_20151102_002947	Destroy the Mysterious Wizard's contraptions
QUEST_UNUSED_20151102_002948	The contraptions summoned by the wizard are making Edmundas suffer. Destroy them.
QUEST_UNUSED_20151102_002949	Talk to Edmundas
QUEST_UNUSED_20151102_002950	Talk to Edmundas
QUEST_UNUSED_20151102_002951	Destroy the Magic Stone of Pain
QUEST_UNUSED_20151102_002952	Destroy the Confinement Device
QUEST_UNUSED_20151102_002953	Destroy the device that's holding Edmundas captive.
QUEST_UNUSED_20151102_002954	Talk to the Experiment Victim
QUEST_UNUSED_20151102_002955	Talk to the Experiment Victim
QUEST_UNUSED_20151102_002956	Find the Experiment Victim's backpack
QUEST_UNUSED_20151102_002957	Find the Experiment Victim's backpack
QUEST_UNUSED_20151102_002958	Check the Experimentation Zone
QUEST_UNUSED_20151102_002959	The experiment victim as asked you to rescue the villagers from the location of the experiments. Check the demons' experimentation zone.
